,Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
311,2006,11,Houston Rockets,1,0,82,34,48,0.708333333,241.8,33.0,76.2,0.433,5.7,17.2,0.332,27.3,59.0,0.46299999999999997,18.3,24.1,0.759,10.4,31.3,41.6,19.3,7.2,3.9,14.5,22.7,90.1,28.8,36,46,-1.59,0.28,-1.3,101.6,103.3,88.0,0.317,0.226,0.519,0.47100000000000003,14.3,25.5,0.24,0.47100000000000003,14.3,74.6,0.24,636110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
312,2007,11,Houston Rockets,1,0,82,52,30,1.733333333,242.1,35.4,79.6,0.445,8.6,23.1,0.37200000000000005,26.8,56.5,0.475,17.5,23.2,0.753,10.7,32.6,43.3,20.8,7.1,4.1,14.2,20.9,97.0,28.2,55,27,4.85,0.19,5.04,106.0,100.7,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.499,13.6,77.0,0.22,678362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,2008,11,Houston Rockets,1,0,82,55,27,2.0370370369999997,240.6,36.6,81.7,0.44799999999999995,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,28.3,55,27,4.68,0.15,4.83,106.8,101.6,90.4,0.276,0.255,0.528,0.49200000000000005,13.0,29.1,0.2,0.49200000000000005,13.0,74.8,0.2,718524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2009,11,Houston Rockets,1,0,82,53,29,1.827586207,241.5,36.1,79.6,0.45299999999999996,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,98.4,27.9,53,29,4.0,-0.27,3.73,108.4,104.0,90.2,0.292,0.254,0.5479999999999999,0.501,13.6,26.4,0.235,0.501,13.6,75.3,0.235,717669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,2010,11,Houston Rockets,1,0,82,42,40,1.05,242.7,37.7,84.4,0.447,7.9,22.4,0.35100000000000003,29.9,62.0,0.48100000000000004,19.0,24.7,0.772,11.8,30.1,42.0,21.8,7.1,3.9,14.5,20.9,102.4,26.0,40,42,-0.37,0.35,-0.02,107.6,108.0,94.0,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.494,13.2,73.8,0.225,677658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
316,2011,11,Houston Rockets,1,0,82,43,39,1.102564103,242.4,38.7,85.1,0.45399999999999996,8.3,22.5,0.36700000000000005,30.4,62.6,0.486,20.3,25.4,0.8009999999999999,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9,26.5,47,35,2.18,0.19,2.37,111.3,109.0,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.503,12.3,72.7,0.239,663839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
317,2012,11,Houston Rockets,1,0,66,34,32,1.0625,243.4,37.7,84.0,0.449,7.2,20.2,0.359,30.5,63.8,0.47700000000000004,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1,26.2,34,32,0.23,0.35,0.57,105.5,105.2,91.7,0.235,0.24,0.529,0.49200000000000005,13.5,27.5,0.184,0.49200000000000005,13.5,73.4,0.184,506994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
318,2013,11,Houston Rockets,1,0,82,45,37,1.2162162159999999,241.2,38.1,82.7,0.461,10.6,28.9,0.366,27.5,53.8,0.511,19.2,25.5,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106.0,24.4,50,32,3.48,0.22,3.69,109.7,106.1,96.1,0.308,0.349,0.564,0.525,14.9,26.4,0.23199999999999998,0.525,14.9,75.2,0.23199999999999998,683564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319,2014,11,Houston Rockets,1,0,82,54,28,1.928571429,241.8,38.0,80.5,0.47200000000000003,9.5,26.6,0.358,28.5,54.0,0.529,22.1,31.1,0.7120000000000001,11.2,34.1,45.3,21.4,7.6,5.6,16.1,20.4,107.7,25.4,53,29,4.56,0.5,5.06,111.0,106.3,96.3,0.386,0.33,0.5710000000000001,0.531,14.6,27.4,0.275,0.531,14.6,74.1,0.275,743082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2015,11,Houston Rockets,1,1,82,56,26,2.153846154,241.5,37.0,83.3,0.444,11.4,32.7,0.348,25.6,50.6,0.506,18.6,26.0,0.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9,27.6,50,32,3.44,0.38,3.82,107.0,103.4,96.5,0.312,0.392,0.5479999999999999,0.512,15.0,26.8,0.223,0.512,15.0,72.9,0.223,747412,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2016,11,Houston Rockets,1,0,82,41,41,1.0,241.8,37.7,83.5,0.452,10.7,30.9,0.34700000000000003,27.0,52.6,0.514,20.4,29.4,0.6940000000000001,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,27.8,42,40,0.2,0.14,0.34,108.3,108.1,97.6,0.35200000000000004,0.37,0.5529999999999999,0.516,14.2,25.7,0.244,0.516,14.2,72.8,0.244,737244,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2017,11,Houston Rockets,1,0,82,55,27,2.0370370369999997,241.2,40.3,87.2,0.462,14.4,40.3,0.35700000000000004,25.9,46.9,0.552,20.3,26.5,0.7659999999999999,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,27.4,55,27,5.77,0.08,5.84,114.7,109.0,100.0,0.304,0.462,0.583,0.545,13.3,24.6,0.233,0.545,13.3,75.8,0.233,695903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2000,12,Indiana Pacers,0,1,82,56,26,2.153846154,240.6,37.2,81.0,0.45899999999999996,7.1,18.1,0.392,30.0,62.8,0.478,19.9,24.5,0.8109999999999999,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,30.4,54,28,4.6,-0.45,4.15,108.5,103.6,93.1,0.302,0.22399999999999998,0.552,0.503,13.3,24.9,0.245,0.503,13.3,71.5,0.245,752145,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2001,12,Indiana Pacers,0,0,82,41,41,1.0,243.7,34.5,78.4,0.44,4.8,14.1,0.342,29.7,64.3,0.461,18.8,24.5,0.7659999999999999,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,27.7,40,42,-0.2,-0.57,-0.77,102.0,102.2,89.4,0.312,0.18,0.519,0.47100000000000003,14.5,27.0,0.239,0.47100000000000003,14.5,71.4,0.239,731800,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2002,12,Indiana Pacers,0,0,82,42,40,1.05,242.7,35.8,80.2,0.446,4.9,14.6,0.33899999999999997,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,42.7,23.0,8.0,5.3,15.2,22.9,96.8,26.1,42,40,0.27,-0.34,-0.07,104.1,103.8,91.9,0.32799999999999996,0.182,0.527,0.47700000000000004,14.2,27.0,0.253,0.47700000000000004,14.2,71.0,0.253,686537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2003,12,Indiana Pacers,0,0,82,48,34,1.411764706,242.7,35.5,80.6,0.441,4.6,13.6,0.33899999999999997,30.9,66.9,0.461,21.2,27.7,0.7659999999999999,12.2,32.0,44.2,23.3,8.5,5.4,14.8,22.1,96.8,25.9,51,31,3.49,-0.7,2.79,104.6,100.8,91.6,0.344,0.16899999999999998,0.522,0.469,13.7,29.0,0.263,0.469,13.7,72.3,0.263,670461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2004,12,Indiana Pacers,0,1,82,61,21,2.904761905,241.5,33.6,77.1,0.435,5.5,15.6,0.35100000000000003,28.1,61.5,0.457,18.8,24.6,0.764,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8,91.4,27.1,58,24,5.76,-0.82,4.93,103.8,97.2,87.5,0.319,0.203,0.52,0.47100000000000003,14.1,28.5,0.243,0.47100000000000003,14.1,73.9,0.243,678326,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2005,12,Indiana Pacers,0,0,82,44,38,1.1578947370000001,242.7,32.5,75.2,0.43200000000000005,6.6,19.2,0.344,25.9,56.0,0.46299999999999997,21.3,26.9,0.792,10.6,29.5,40.1,18.2,7.5,4.4,14.3,23.0,93.0,28.3,43,39,0.76,-0.27,0.49,105.5,104.6,87.2,0.358,0.255,0.534,0.47600000000000003,14.1,26.4,0.28300000000000003,0.47600000000000003,14.1,71.3,0.28300000000000003,696764,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2006,12,Indiana Pacers,0,0,82,41,41,1.0,240.6,34.0,76.5,0.444,6.5,18.7,0.349,27.4,57.8,0.475,19.4,26.3,0.737,11.0,31.2,42.2,19.9,7.3,5.0,15.3,22.2,93.9,27.3,47,35,1.89,-0.27,1.62,104.5,102.4,89.7,0.344,0.245,0.5329999999999999,0.48700000000000004,14.8,27.1,0.254,0.48700000000000004,14.8,72.6,0.254,663368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,2007,12,Indiana Pacers,0,0,82,35,47,0.7446808509999999,241.2,35.0,80.0,0.43799999999999994,5.9,16.9,0.34600000000000003,29.2,63.1,0.462,19.7,25.9,0.76,12.1,29.8,41.8,20.5,7.3,5.5,16.3,23.3,95.6,27.2,34,48,-2.44,-0.18,-2.62,102.9,105.5,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.24600000000000002,0.474,15.1,72.7,0.24600000000000002,629750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
344,2008,12,Indiana Pacers,0,0,82,36,46,0.7826086959999999,240.9,37.8,85.3,0.444,9.2,24.6,0.374,28.6,60.6,0.47200000000000003,19.1,24.9,0.768,11.0,32.1,43.1,22.7,7.6,5.0,15.1,23.4,104.0,26.7,37,45,-1.4,-0.46,-1.87,106.0,107.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.22399999999999998,0.498,13.5,73.9,0.22399999999999998,501092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
345,2009,12,Indiana Pacers,0,0,82,36,46,0.7826086959999999,241.8,39.3,86.3,0.455,8.0,21.0,0.37799999999999995,31.3,65.3,0.48,18.6,23.0,0.807,11.3,32.5,43.7,21.6,7.0,5.3,14.5,23.1,105.1,26.5,38,44,-1.11,0.35,-0.76,108.1,109.2,96.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.501,13.1,74.5,0.215,581472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
346,2010,12,Indiana Pacers,0,0,82,32,50,0.64,240.3,36.8,83.2,0.44299999999999995,8.0,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15.0,22.5,100.8,26.6,33,49,-3.01,-0.1,-3.11,103.7,106.8,97.1,0.29600000000000004,0.278,0.536,0.491,13.8,21.6,0.22899999999999998,0.491,13.8,73.0,0.22899999999999998,582295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
347,2011,12,Indiana Pacers,0,0,82,37,45,0.8222222220000001,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.47100000000000003,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8,25.9,38,44,-1.07,-0.3,-1.38,104.8,106.0,94.7,0.3,0.244,0.5329999999999999,0.486,14.1,25.9,0.235,0.486,14.1,74.1,0.235,555077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
348,2012,12,Indiana Pacers,0,0,66,42,24,1.75,242.3,35.7,81.4,0.43799999999999994,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,97.7,26.3,41,25,3.3,-0.71,2.6,106.7,103.1,90.7,0.321,0.198,0.526,0.474,13.1,29.2,0.251,0.474,13.1,72.3,0.251,467561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2013,12,Indiana Pacers,0,1,81,49,32,1.53125,241.9,35.1,80.6,0.436,6.9,19.7,0.34700000000000003,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7,25.7,52,29,4.02,-0.69,3.34,104.3,99.8,90.2,0.293,0.245,0.521,0.479,14.3,30.3,0.21899999999999997,0.479,14.3,74.6,0.21899999999999997,626069,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2014,12,Indiana Pacers,0,1,82,56,26,2.153846154,241.2,36.0,80.2,0.449,6.7,18.8,0.35700000000000004,29.3,61.4,0.47700000000000004,18.1,23.3,0.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,96.7,27.2,54,28,4.4,-0.77,3.63,104.1,99.3,92.5,0.29,0.235,0.535,0.49,14.3,24.9,0.226,0.49,14.3,76.8,0.226,717542,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,2015,12,Indiana Pacers,0,0,82,38,44,0.8636363640000001,242.1,36.6,83.2,0.439,7.5,21.2,0.35200000000000004,29.1,62.0,0.469,16.7,22.2,0.7559999999999999,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3,28.3,42,40,0.28,-0.51,-0.23,103.5,103.2,93.2,0.266,0.255,0.523,0.484,13.1,24.0,0.201,0.484,13.1,77.9,0.201,691434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,2016,12,Indiana Pacers,0,0,82,45,37,1.2162162159999999,242.4,38.3,85.2,0.45,8.1,23.0,0.35100000000000003,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,26.9,46,36,1.71,-0.09,1.62,104.6,102.9,96.6,0.268,0.27,0.536,0.49700000000000005,13.5,23.4,0.205,0.49700000000000005,13.5,76.0,0.205,690733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,2017,12,Indiana Pacers,0,0,82,42,40,1.05,242.1,39.3,84.5,0.465,8.6,23.0,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9.0,33.0,42.0,22.5,8.2,5.0,13.8,19.5,105.1,27.0,40,42,-0.22,-0.42,-0.64,108.6,108.8,95.9,0.261,0.272,0.5579999999999999,0.516,12.8,21.2,0.212,0.516,12.8,75.5,0.212,684578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2000,13,Los Angeles Clippers,1,0,82,15,67,0.223880597,240.3,35.1,82.4,0.426,5.2,15.5,0.33899999999999997,29.9,67.0,0.446,16.6,22.3,0.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0,24.2,13,69,-11.52,0.8,-10.73,97.8,110.1,93.9,0.27,0.188,0.499,0.45799999999999996,14.9,26.1,0.20199999999999999,0.45799999999999996,14.9,69.6,0.20199999999999999,559714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
368,2001,13,Los Angeles Clippers,1,0,82,31,51,0.607843137,244.3,35.3,78.9,0.44799999999999995,4.4,13.0,0.33899999999999997,30.9,65.9,0.469,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5,24.3,32,50,-2.89,0.66,-2.23,101.3,104.5,89.6,0.319,0.16399999999999998,0.514,0.47600000000000003,14.9,28.3,0.221,0.47600000000000003,14.9,71.1,0.221,601587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
369,2002,13,Los Angeles Clippers,1,0,82,39,43,0.9069767440000001,241.5,36.2,81.3,0.445,5.0,14.0,0.35600000000000004,31.2,67.3,0.46399999999999997,18.3,24.7,0.7390000000000001,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,24.4,40,42,-0.46,0.38,-0.09,105.5,106.0,90.1,0.304,0.172,0.519,0.47600000000000003,13.8,31.3,0.225,0.47600000000000003,13.8,69.9,0.225,740185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
370,2003,13,Los Angeles Clippers,1,0,82,27,55,0.490909091,240.9,34.6,79.1,0.43700000000000006,4.8,14.4,0.331,29.8,64.8,0.46,19.9,26.5,0.75,12.3,30.0,42.3,19.6,7.0,5.6,15.7,21.8,93.8,25.3,29,53,-4.12,0.68,-3.45,102.3,106.8,91.3,0.335,0.182,0.516,0.467,14.8,29.1,0.252,0.467,14.8,70.2,0.252,706471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
371,2004,13,Los Angeles Clippers,1,0,82,28,54,0.518518519,241.5,34.4,80.2,0.428,4.0,12.5,0.321,30.3,67.7,0.44799999999999995,22.0,28.1,0.785,14.0,29.5,43.5,20.2,7.2,4.6,16.4,22.1,94.8,24.3,28,54,-4.59,0.84,-3.74,103.5,108.5,91.0,0.35,0.156,0.512,0.45299999999999996,15.0,32.8,0.275,0.45299999999999996,15.0,70.0,0.275,665396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
372,2005,13,Los Angeles Clippers,1,0,82,37,45,0.8222222220000001,244.3,35.7,77.7,0.45899999999999996,2.8,8.2,0.345,32.8,69.5,0.473,21.6,27.7,0.778,12.0,29.9,41.9,23.2,7.3,5.1,15.7,22.2,95.7,25.5,39,43,-0.77,0.3,-0.47,105.5,106.4,89.1,0.35700000000000004,0.105,0.5329999999999999,0.47700000000000004,14.9,30.3,0.278,0.47700000000000004,14.9,71.3,0.278,696181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
373,2006,13,Los Angeles Clippers,1,0,82,47,35,1.342857143,241.5,36.5,78.6,0.465,3.5,10.3,0.344,33.0,68.3,0.483,20.7,26.1,0.7909999999999999,10.1,33.0,43.1,20.8,6.5,6.1,14.5,22.8,97.2,26.8,46,36,1.57,0.18,1.75,105.3,103.6,91.7,0.332,0.131,0.54,0.48700000000000004,13.8,25.4,0.263,0.48700000000000004,13.8,75.9,0.263,712409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
374,2007,13,Los Angeles Clippers,1,0,82,40,42,0.9523809520000001,240.6,35.1,77.0,0.456,3.8,11.0,0.348,31.3,66.0,0.474,21.6,27.4,0.7879999999999999,10.8,30.3,41.1,21.5,7.3,5.8,15.1,22.7,95.6,27.5,40,42,-0.46,0.39,-0.07,105.1,105.6,90.8,0.355,0.14300000000000002,0.537,0.48100000000000004,14.5,27.2,0.28,0.48100000000000004,14.5,74.7,0.28,755261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
375,2008,13,Los Angeles Clippers,1,0,82,23,59,0.38983050799999996,241.5,34.4,78.6,0.43799999999999994,4.3,13.2,0.324,30.1,65.4,0.46,20.8,26.6,0.7809999999999999,9.8,30.4,40.1,21.1,6.8,4.9,14.4,21.3,93.8,28.5,21,61,-7.27,0.71,-6.56,101.2,109.1,92.1,0.33799999999999997,0.16699999999999998,0.519,0.465,13.7,23.1,0.264,0.465,13.7,73.1,0.264,692408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
376,2009,13,Los Angeles Clippers,1,0,82,19,63,0.301587302,242.4,36.0,81.7,0.441,6.5,18.5,0.354,29.5,63.2,0.467,16.5,22.4,0.736,10.9,29.0,39.8,21.0,7.0,5.9,14.9,20.1,95.1,26.6,18,64,-8.77,0.3,-8.47,102.3,111.7,92.1,0.275,0.226,0.52,0.48100000000000004,14.0,25.1,0.20199999999999999,0.48100000000000004,14.0,71.2,0.20199999999999999,663587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
377,2010,13,Los Angeles Clippers,1,0,82,29,53,0.5471698110000001,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7,27.3,24,58,-6.35,0.34,-6.01,103.3,110.1,92.6,0.28300000000000003,0.221,0.529,0.491,14.8,27.1,0.20600000000000002,0.491,14.8,74.0,0.20600000000000002,670063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
378,2011,13,Los Angeles Clippers,1,0,82,32,50,0.64,242.1,36.8,80.4,0.457,6.3,18.5,0.33799999999999997,30.5,61.9,0.493,18.9,26.7,0.7070000000000001,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6,24.6,32,50,-3.13,0.42,-2.71,105.3,108.7,92.8,0.332,0.23,0.535,0.496,15.1,28.4,0.23399999999999999,0.496,15.1,73.2,0.23399999999999999,727462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
379,2012,13,Los Angeles Clippers,1,0,66,40,26,1.5384615380000002,241.9,37.0,81.3,0.455,7.8,21.8,0.35700000000000004,29.2,59.5,0.49,15.8,23.3,0.68,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,97.5,27.3,39,27,2.56,0.26,2.82,108.5,105.7,89.2,0.287,0.26899999999999996,0.5329999999999999,0.502,12.7,29.5,0.195,0.502,12.7,73.2,0.195,634237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
380,2013,13,Los Angeles Clippers,1,0,82,56,26,2.153846154,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23.0,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1,28.8,59,23,6.45,-0.02,6.43,110.6,103.6,91.1,0.28600000000000003,0.265,0.557,0.526,13.9,28.8,0.203,0.526,13.9,73.5,0.203,788293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2014,13,Los Angeles Clippers,1,0,82,57,25,2.28,240.9,39.1,82.5,0.474,8.5,24.0,0.35200000000000004,30.7,58.5,0.525,21.2,29.1,0.73,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,107.9,28.1,59,23,6.98,0.3,7.27,112.1,104.8,95.9,0.353,0.29100000000000004,0.5670000000000001,0.526,12.7,25.0,0.258,0.526,12.7,72.5,0.258,787692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
