Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Standings_Bucket
2003,7,Dallas Mavericks,1.0,1.0,82,60.0,22.0,2.727272727272727,241.2,38.5,85.1,0.45299999999999996,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.8290000000000001,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0,28.1,62,20,7.78,0.12,7.9,110.7,102.3,92.5,0.257,0.239,0.5429999999999999,0.498,10.9,25.4,0.213,0.498,10.9,70.9,0.213,American Airlines Center,816429,0.0
2003,10,Golden State Warriors,1.0,0.0,82,38.0,44.0,0.8636363636363636,240.9,37.3,84.6,0.441,5.2,15.1,0.344,32.1,69.6,0.462,22.6,29.0,0.778,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,102.4,24.4,38,44,-1.13,0.54,-0.6,108.3,109.5,94.2,0.34299999999999997,0.17800000000000002,0.526,0.47200000000000003,13.9,35.0,0.267,0.47200000000000003,13.9,67.9,0.267,The Arena in Oakland,634935,2.0
2003,26,Sacramento Kings,1.0,0.0,82,59.0,23.0,2.5652173913043477,241.8,39.5,85.2,0.46399999999999997,6.0,15.7,0.381,33.5,69.5,0.48200000000000004,16.7,22.3,0.746,11.0,33.5,44.5,24.8,9.0,5.6,14.5,20.3,101.7,28.3,59,23,6.5,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.499,13.3,70.6,0.196,ARCO Arena (II),709997,0.0
2003,14,Los Angeles Lakers,1.0,0.0,82,50.0,32.0,1.5625,243.0,37.7,83.6,0.451,5.9,16.7,0.35600000000000004,31.8,66.9,0.475,19.0,26.0,0.7340000000000001,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4,28.1,48,34,2.33,0.38,2.71,107.2,104.7,92.5,0.311,0.19899999999999998,0.528,0.486,13.3,30.2,0.228,0.486,13.3,72.7,0.228,STAPLES Center,777888,0.0
2003,17,Milwaukee Bucks,0.0,0.0,82,42.0,40.0,1.05,242.7,37.1,81.3,0.457,7.1,18.6,0.38299999999999995,30.0,62.7,0.478,18.1,23.3,0.7759999999999999,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5,29.3,42,40,0.23,-0.48,-0.24,108.8,108.6,90.4,0.287,0.22899999999999998,0.5429999999999999,0.5,12.2,25.6,0.222,0.5,12.2,69.9,0.222,Bradley Center,665966,1.0
2003,22,Orlando Magic,0.0,0.0,82,42.0,40.0,1.05,241.5,35.9,82.5,0.436,6.9,19.4,0.35700000000000004,29.0,63.1,0.46,19.7,25.4,0.777,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23.0,98.5,26.9,41,41,0.13,-0.53,-0.39,105.2,105.0,93.1,0.307,0.235,0.526,0.478,13.3,27.0,0.239,0.478,13.3,71.1,0.239,TD Waterhouse Centre,605901,1.0
2003,18,Minnesota Timberwolves,1.0,0.0,82,51.0,31.0,1.6451612903225807,241.5,38.7,83.0,0.466,3.6,9.8,0.368,35.1,73.2,0.479,17.1,22.3,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1,28.2,47,35,2.07,0.39,2.46,106.1,103.8,91.9,0.268,0.11800000000000001,0.528,0.488,12.9,28.2,0.20600000000000002,0.488,12.9,72.9,0.20600000000000002,Target Center,643684,1.0
2003,15,Memphis Grizzlies,1.0,0.0,82,28.0,54.0,0.5185185185185185,243.0,37.2,82.2,0.452,5.7,15.6,0.365,31.5,66.6,0.473,17.4,23.6,0.7390000000000001,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5,24.9,32,50,-3.23,0.63,-2.6,103.9,107.3,92.7,0.287,0.19,0.526,0.48700000000000004,14.2,27.0,0.212,0.48700000000000004,14.2,68.7,0.212,Pyramid Arena,611322,2.0
2003,23,Philadelphia 76ers,0.0,0.0,82,48.0,34.0,1.411764705882353,242.1,36.3,81.0,0.44799999999999995,3.0,9.6,0.311,33.3,71.4,0.466,21.3,27.5,0.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22.0,96.8,28.3,48,34,2.3,-0.55,1.76,105.0,102.5,91.4,0.33899999999999997,0.11900000000000001,0.52,0.466,13.7,30.3,0.263,0.466,13.7,72.7,0.263,First Union Center,807097,0.0
2003,12,Indiana Pacers,0.0,0.0,82,48.0,34.0,1.411764705882353,242.7,35.5,80.6,0.441,4.6,13.6,0.33899999999999997,30.9,66.9,0.461,21.2,27.7,0.7659999999999999,12.2,32.0,44.2,23.3,8.5,5.4,14.8,22.1,96.8,25.9,51,31,3.49,-0.7,2.79,104.6,100.8,91.6,0.344,0.16899999999999998,0.522,0.469,13.7,29.0,0.263,0.469,13.7,72.3,0.263,Conseco Fieldhouse,670461,0.0
