Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Standings_Bucket
1992,10,Golden State Warriors,1.0,0.0,82,55.0,27.0,2.037037037037037,242.4,45.9,90.6,0.507,3.1,9.3,0.33299999999999996,42.8,81.3,0.527,23.7,31.8,0.746,13.9,29.0,42.8,25.2,10.4,4.6,16.5,25.0,118.7,25.5,50,32,3.9,-0.14,3.77,113.6,109.9,103.4,0.35100000000000003,0.10300000000000001,0.568,0.524,13.6,31.8,0.262,0.524,13.6,64.2,0.262,Oakland-Alameda County Coliseum Arena,616025,0.0
1992,12,Indiana Pacers,0.0,0.0,82,40.0,42.0,0.9523809523809523,243.4,42.7,86.3,0.494,4.1,11.5,0.354,38.6,74.9,0.516,22.8,28.8,0.79,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2,26.4,46,36,1.89,-0.04,1.85,111.7,109.9,99.0,0.33399999999999996,0.133,0.5660000000000001,0.518,14.7,31.8,0.264,0.518,14.7,67.4,0.264,Market Square Arena,517352,1.0
1992,24,Phoenix Suns,1.0,0.0,82,53.0,29.0,1.8275862068965518,241.5,43.3,88.0,0.49200000000000005,2.8,7.3,0.381,40.6,80.8,0.502,22.7,29.2,0.7759999999999999,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1,27.0,56,26,5.94,-0.26,5.68,112.1,106.2,99.4,0.332,0.083,0.556,0.508,13.1,31.7,0.258,0.508,13.1,67.7,0.258,Arizona Veterans Memorial Coliseum,594327,0.0
1992,25,Portland Trail Blazers,1.0,1.0,82,57.0,25.0,2.28,242.4,42.4,89.7,0.473,4.0,11.5,0.344,38.4,78.1,0.49200000000000005,22.7,30.0,0.754,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4,28.1,59,23,7.27,-0.33,6.94,111.4,104.2,99.0,0.335,0.128,0.541,0.495,13.6,35.6,0.253,0.495,13.6,69.9,0.253,Memorial Coliseum,528408,0.0
1992,5,Chicago Bulls,0.0,1.0,82,67.0,15.0,4.466666666666667,241.8,44.4,87.4,0.508,1.7,5.5,0.304,42.7,81.9,0.522,19.4,26.0,0.7440000000000001,14.3,29.7,44.0,27.8,8.2,5.9,13.3,20.6,109.9,27.6,66,16,10.44,-0.37,10.07,115.5,104.5,94.4,0.297,0.063,0.556,0.518,11.8,35.1,0.221,0.518,11.8,69.3,0.221,Chicago Stadium,759980,0.0
1992,4,Charlotte Hornets,0.0,0.0,82,31.0,51.0,0.6078431372549019,241.5,44.1,92.3,0.47700000000000004,1.4,4.5,0.317,42.6,87.8,0.486,20.0,26.4,0.755,14.2,28.9,43.1,27.9,10.0,3.8,15.5,22.2,109.5,25.2,31,51,-3.9,0.33,-3.57,107.1,110.9,101.7,0.28600000000000003,0.049,0.527,0.485,13.0,31.1,0.21600000000000003,0.485,13.0,65.4,0.21600000000000003,Charlotte Coliseum,971618,2.0
1992,6,Cleveland Cavaliers,0.0,1.0,82,57.0,25.0,2.28,241.5,41.8,85.7,0.488,3.1,8.6,0.35700000000000004,38.7,77.0,0.502,22.2,27.5,0.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9,27.6,55,27,5.45,-0.11,5.34,113.9,108.2,95.0,0.322,0.10099999999999999,0.557,0.506,11.8,30.5,0.259,0.506,11.8,66.5,0.259,Coliseum at Richfield,677408,0.0
1992,29,Utah Jazz,1.0,1.0,82,55.0,27.0,2.037037037037037,242.4,41.2,83.7,0.49200000000000005,1.9,5.6,0.345,39.3,78.1,0.503,23.9,30.4,0.7879999999999999,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3,28.5,57,25,6.39,-0.69,5.7,112.2,105.6,95.5,0.363,0.067,0.557,0.504,13.7,32.7,0.28600000000000003,0.504,13.7,68.9,0.28600000000000003,Delta Center,806663,0.0
1992,2,Boston Celtics,0.0,0.0,82,51.0,31.0,1.6451612903225807,241.2,43.2,87.8,0.49200000000000005,1.3,4.4,0.306,41.9,83.4,0.502,18.9,23.4,0.8079999999999999,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6,29.2,51,31,3.62,-0.21,3.41,110.8,107.0,95.8,0.266,0.05,0.544,0.5,12.7,31.9,0.215,0.5,12.7,68.7,0.215,Boston Garden,610776,0.0
1992,21,Seattle SuperSonics,1.0,0.0,82,47.0,35.0,1.3428571428571427,242.1,41.2,86.9,0.474,2.5,7.9,0.317,38.7,79.0,0.49,21.6,27.6,0.7829999999999999,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5,27.3,46,36,1.88,-0.02,1.86,110.7,108.8,95.4,0.317,0.091,0.5379999999999999,0.489,14.0,36.5,0.249,0.489,14.0,66.8,0.249,Seattle Center Coliseum,588928,1.0
