Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Standings_Bucket
1995,22,Orlando Magic,0.0,1.0,82,57.0,25.0,2.28,243.0,42.2,84.1,0.502,6.4,17.2,0.37,35.8,66.9,0.535,20.1,30.1,0.669,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0,110.9,26.6,59,23,7.06,-0.62,6.44,115.1,107.8,95.1,0.35700000000000004,0.205,0.569,0.539,14.0,34.0,0.239,0.539,14.0,68.4,0.239,Orlando Arena,656410,0.0
1995,24,Phoenix Suns,1.0,0.0,82,59.0,23.0,2.5652173913043477,241.8,40.9,85.0,0.48200000000000004,7.1,19.3,0.369,33.8,65.6,0.515,21.7,28.7,0.7559999999999999,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6,29.2,51,31,3.88,-0.02,3.86,114.5,110.4,95.9,0.33799999999999997,0.22699999999999998,0.5670000000000001,0.524,12.7,29.7,0.255,0.524,12.7,69.8,0.255,America West Arena,779943,0.0
1995,21,Seattle SuperSonics,1.0,0.0,82,57.0,25.0,2.28,241.8,40.4,82.2,0.491,6.0,15.9,0.376,34.4,66.3,0.519,23.7,31.3,0.758,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4,28.7,61,21,8.18,-0.27,7.91,114.8,106.3,95.5,0.38,0.19399999999999998,0.575,0.527,14.1,32.6,0.28800000000000003,0.527,14.1,68.7,0.28800000000000003,Tacoma Dome,633604,0.0
1995,27,San Antonio Spurs,1.0,1.0,82,62.0,20.0,3.1,242.1,39.5,81.5,0.484,5.3,14.1,0.375,34.2,67.4,0.507,22.4,30.3,0.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6,29.0,57,25,5.96,-0.06,5.9,111.7,105.4,94.6,0.37200000000000005,0.17300000000000001,0.562,0.516,13.8,30.9,0.275,0.516,13.8,72.3,0.275,Alamodome,920413,0.0
1995,29,Utah Jazz,1.0,0.0,82,60.0,22.0,2.727272727272727,241.2,39.5,77.3,0.512,3.7,9.8,0.376,35.9,67.5,0.531,23.6,30.3,0.7809999999999999,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4,29.6,61,21,7.99,-0.23,7.76,114.3,105.7,92.6,0.392,0.126,0.5870000000000001,0.535,14.8,29.1,0.306,0.535,14.8,72.5,0.306,Delta Center,811159,0.0
1995,10,Golden State Warriors,1.0,0.0,82,26.0,56.0,0.4642857142857143,242.7,39.2,83.8,0.46799999999999997,6.7,19.5,0.341,32.6,64.3,0.507,20.6,29.2,0.7040000000000001,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7,26.0,27,55,-5.41,0.51,-4.9,106.7,112.2,97.9,0.348,0.233,0.547,0.508,15.9,30.3,0.245,0.508,15.9,66.5,0.245,Oakland-Alameda County Coliseum Arena,616025,2.0
1995,14,Los Angeles Lakers,1.0,0.0,82,48.0,34.0,1.411764705882353,242.7,40.0,86.4,0.46299999999999997,6.4,18.2,0.35200000000000004,33.6,68.2,0.493,18.6,25.3,0.735,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1,25.9,40,42,-0.22,0.21,-0.01,109.1,109.4,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,13.4,64.4,0.215,Great Western Forum,591125,1.0
1995,11,Houston Rockets,1.0,1.0,82,47.0,35.0,1.3428571428571427,240.6,38.5,80.2,0.48,7.9,21.4,0.368,30.6,58.8,0.521,18.6,24.9,0.7490000000000001,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5,28.5,47,35,2.12,0.2,2.32,109.7,107.4,94.2,0.31,0.267,0.568,0.529,15.0,26.9,0.23199999999999998,0.529,15.0,67.7,0.23199999999999998,The Summit,653389,1.0
1995,7,Dallas Mavericks,1.0,0.0,82,36.0,46.0,0.782608695652174,243.0,39.4,89.5,0.44,4.7,14.6,0.322,34.6,74.9,0.46299999999999997,19.8,27.0,0.7340000000000001,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,24.3,33,49,-2.9,0.51,-2.39,107.6,110.6,94.7,0.301,0.163,0.509,0.466,13.9,38.9,0.221,0.466,13.9,69.8,0.221,Reunion Arena,678433,2.0
1995,25,Portland Trail Blazers,1.0,0.0,82,44.0,38.0,1.1578947368421053,240.3,39.2,87.0,0.451,5.6,15.4,0.365,33.6,71.6,0.469,19.0,27.2,0.6970000000000001,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1,29.3,52,30,3.82,-0.02,3.8,109.7,105.7,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.483,13.0,73.5,0.218,Memorial Coliseum,529759,1.0
1995,2,Boston Celtics,0.0,0.0,82,35.0,47.0,0.7446808510638298,241.5,38.8,83.5,0.46399999999999997,4.4,12.0,0.368,34.4,71.5,0.48,20.8,27.7,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,27.2,36,46,-1.88,-0.04,-1.92,108.6,110.6,94.0,0.331,0.14400000000000002,0.537,0.491,14.3,33.1,0.249,0.491,14.3,68.6,0.249,Boston Garden,606070,1.0
1995,5,Chicago Bulls,0.0,0.0,82,47.0,35.0,1.3428571428571427,241.8,38.9,81.8,0.47600000000000003,5.4,14.5,0.373,33.5,67.4,0.498,18.3,25.2,0.726,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5,28.1,54,28,4.83,-0.51,4.32,109.5,104.3,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.22399999999999998,0.509,14.5,68.2,0.22399999999999998,United Center,926218,1.0
1995,8,Denver Nuggets,1.0,0.0,82,41.0,41.0,1.0,243.7,37.8,78.8,0.479,5.0,14.1,0.35600000000000004,32.7,64.6,0.507,20.7,28.1,0.738,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2,101.3,26.6,43,39,0.84,0.11,0.96,109.1,108.2,91.5,0.35700000000000004,0.18,0.556,0.511,15.6,32.0,0.263,0.511,15.6,70.2,0.263,McNichols Sports Arena,704011,1.0
1995,16,Miami Heat,0.0,0.0,82,32.0,50.0,0.64,241.5,38.3,82.2,0.467,5.3,14.4,0.369,33.0,67.8,0.48700000000000004,19.1,26.0,0.736,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4,101.1,27.1,36,46,-1.63,-0.21,-1.85,108.2,109.9,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.499,14.4,68.7,0.233,Miami Arena,598761,2.0
1995,19,Charlotte Hornets,0.0,0.0,82,50.0,32.0,1.5625,241.5,37.2,78.5,0.474,6.8,17.2,0.397,30.4,61.3,0.495,19.4,24.9,0.777,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6,28.0,50,32,3.28,-0.41,2.87,109.6,106.1,91.2,0.317,0.21899999999999997,0.562,0.517,14.3,26.0,0.247,0.517,14.3,68.5,0.247,Charlotte Coliseum,971618,0.0
1995,30,Washington Bullets,0.0,0.0,82,21.0,61.0,0.3442622950819672,242.1,38.7,84.1,0.46,5.3,15.4,0.34299999999999997,33.5,68.7,0.48700000000000004,17.8,24.5,0.7240000000000001,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5,24.5,26,56,-5.6,0.04,-5.56,105.4,111.3,94.5,0.292,0.183,0.529,0.49200000000000005,14.3,29.3,0.21100000000000002,0.49200000000000005,14.3,66.7,0.21100000000000002,US Airways Arena,689463,2.0
1995,17,Milwaukee Bucks,0.0,0.0,82,34.0,48.0,0.7083333333333334,242.1,36.9,80.3,0.45899999999999996,6.0,16.5,0.366,30.8,63.9,0.483,19.6,27.5,0.7120000000000001,13.0,26.7,39.6,21.2,8.2,4.4,17.0,22.7,99.3,25.7,29,53,-4.37,0.07,-4.3,106.2,110.9,92.7,0.34299999999999997,0.205,0.537,0.496,15.5,31.3,0.244,0.496,15.5,68.3,0.244,Bradley Center,670720,2.0
1995,12,Indiana Pacers,0.0,1.0,82,52.0,30.0,1.7333333333333334,241.2,36.4,76.2,0.47700000000000004,4.6,12.0,0.38,31.8,64.2,0.496,21.9,29.1,0.7509999999999999,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2,28.7,52,30,3.7,-0.34,3.35,109.6,105.6,90.0,0.38299999999999995,0.158,0.557,0.507,15.5,32.8,0.287,0.507,15.5,68.6,0.287,Market Square Arena,654428,0.0
1995,26,Sacramento Kings,1.0,0.0,82,39.0,43.0,0.9069767441860465,242.1,36.9,78.8,0.46799999999999997,4.4,12.6,0.34600000000000003,32.5,66.2,0.491,20.1,28.3,0.711,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9,98.2,26.4,38,44,-1.0,0.26,-0.74,105.5,106.5,92.3,0.359,0.16,0.5379999999999999,0.496,16.2,32.1,0.255,0.496,16.2,67.0,0.255,ARCO Arena (II),709997,2.0
