Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Standings_Bucket
2011,8,Denver Nuggets,1.0,0.0,82,50.0,32.0,1.5625,240.3,38.4,80.6,0.47600000000000003,8.1,20.8,0.38799999999999996,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,107.5,27.3,54,28,4.76,0.05,4.81,112.3,107.3,95.6,0.36700000000000005,0.258,0.574,0.526,13.1,23.9,0.281,0.526,13.1,75.4,0.281,Pepsi Center,696568,1.0
2011,20,New York Knicks,0.0,0.0,82,42.0,40.0,1.05,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29.0,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5,25.3,43,39,0.78,-0.3,0.48,110.9,110.1,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.24600000000000002,0.513,12.6,71.9,0.24600000000000002,Madison Square Garden (IV),808879,1.0
2011,11,Houston Rockets,1.0,0.0,82,43.0,39.0,1.1025641025641026,242.4,38.7,85.1,0.45399999999999996,8.3,22.5,0.36700000000000005,30.4,62.6,0.486,20.3,25.4,0.8009999999999999,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9,26.5,47,35,2.18,0.19,2.37,111.3,109.0,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.503,12.3,72.7,0.239,Toyota Center,663839,2.0
2011,24,Phoenix Suns,1.0,0.0,82,40.0,42.0,0.9523809523809523,244.0,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18.0,23.6,0.759,10.0,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105.0,29.6,39,43,-0.89,0.43,-0.46,109.5,110.4,94.4,0.28300000000000003,0.271,0.5589999999999999,0.522,13.2,23.7,0.215,0.522,13.2,71.6,0.215,US Airways Center,720249,2.0
2011,21,Oklahoma City Thunder,1.0,1.0,82,55.0,27.0,2.037037037037037,244.0,37.4,80.6,0.46399999999999997,5.9,17.1,0.34700000000000003,31.5,63.5,0.495,24.1,29.3,0.823,11.0,31.8,42.8,20.4,8.0,5.9,14.1,22.4,104.8,23.7,51,31,3.79,0.02,3.81,111.2,107.2,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.501,13.1,73.6,0.299,Chesapeake Energy Arena,744068,0.0
2011,27,San Antonio Spurs,1.0,0.0,82,61.0,21.0,2.9047619047619047,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30.0,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19.0,103.7,28.8,56,26,5.71,0.16,5.86,111.8,105.6,92.3,0.299,0.261,0.5670000000000001,0.527,12.8,24.9,0.22899999999999998,0.527,12.8,74.6,0.22899999999999998,AT&T Center,750879,0.0
2011,10,Golden State Warriors,1.0,0.0,82,36.0,46.0,0.782608695652174,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.7609999999999999,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,103.4,25.2,35,47,-2.33,0.33,-2.0,108.2,110.7,94.8,0.24100000000000002,0.248,0.544,0.51,13.3,26.7,0.183,0.51,13.3,69.3,0.183,Oracle Arena,766398,2.0
2011,16,Miami Heat,0.0,1.0,82,58.0,24.0,2.4166666666666665,241.2,37.0,76.8,0.48100000000000004,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1,29.0,61,21,7.46,-0.71,6.76,111.7,103.5,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.27899999999999997,0.524,13.5,75.5,0.27899999999999997,AmericanAirlines Arena,810930,0.0
2011,14,Los Angeles Lakers,1.0,0.0,82,57.0,25.0,2.28,241.8,38.1,82.4,0.46299999999999997,6.4,18.1,0.35200000000000004,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44.0,22.0,7.3,5.1,13.1,19.0,101.5,30.2,58,24,6.11,-0.1,6.01,111.0,104.3,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.502,12.3,72.3,0.228,STAPLES Center,778877,0.0
2011,18,Minnesota Timberwolves,1.0,0.0,82,17.0,65.0,0.26153846153846155,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.45899999999999996,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17.0,22.3,101.1,23.8,24,58,-6.63,0.67,-5.97,104.2,111.1,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.483,15.1,73.7,0.217,Target Center,624960,2.0
