Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Standings_Bucket
1996,5,Chicago Bulls,0.0,1.0,82,72.0,10.0,7.2,240.6,40.2,84.0,0.478,6.6,16.5,0.40299999999999997,33.5,67.6,0.496,18.2,24.4,0.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2,29.9,70,12,12.24,-0.44,11.8,115.2,101.8,91.1,0.29100000000000004,0.196,0.555,0.517,13.1,36.9,0.217,0.517,13.1,71.1,0.217,United Center,969149,0.0
1996,21,Seattle SuperSonics,1.0,1.0,82,64.0,18.0,3.5555555555555554,242.4,37.5,78.1,0.48,7.1,19.5,0.364,30.4,58.6,0.519,22.5,29.6,0.76,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0,104.5,29.6,61,21,7.79,-0.4,7.4,110.3,102.1,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.28800000000000003,0.526,16.2,69.5,0.28800000000000003,KeyArena at Seattle Center,697301,0.0
1996,22,Orlando Magic,0.0,1.0,82,60.0,22.0,2.727272727272727,242.1,39.1,81.0,0.48200000000000004,7.6,20.1,0.37799999999999995,31.5,60.9,0.517,18.8,27.2,0.691,11.8,29.3,41.1,25.4,8.1,5.0,14.1,20.8,104.5,27.7,56,26,5.56,-0.16,5.4,112.9,106.9,91.8,0.336,0.248,0.562,0.529,13.2,29.0,0.23199999999999998,0.529,13.2,68.8,0.23199999999999998,Orlando Arena,707168,0.0
1996,24,Phoenix Suns,1.0,0.0,82,41.0,41.0,1.0,243.4,38.5,81.4,0.473,4.0,12.0,0.332,34.5,69.4,0.498,23.3,30.1,0.7709999999999999,12.3,30.5,42.8,24.4,7.6,4.0,14.7,21.7,104.3,27.9,42,40,0.33,-0.05,0.28,110.3,110.0,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.28600000000000003,0.498,13.5,71.4,0.28600000000000003,America West Arena,779943,1.0
1996,2,Boston Celtics,0.0,0.0,82,33.0,49.0,0.673469387755102,242.7,38.6,84.7,0.456,6.6,17.7,0.371,32.0,66.9,0.478,19.9,27.9,0.7140000000000001,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6,26.3,32,50,-3.4,0.03,-3.37,106.4,109.9,96.2,0.32899999999999996,0.209,0.534,0.494,14.1,28.8,0.235,0.494,14.1,70.0,0.235,FleetCenter,730842,2.0
1996,27,San Antonio Spurs,1.0,0.0,82,59.0,23.0,2.5652173913043477,241.2,38.4,80.5,0.47700000000000004,6.3,16.1,0.392,32.1,64.4,0.498,20.3,27.6,0.736,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4,29.4,58,24,6.3,-0.33,5.98,110.2,103.5,93.3,0.342,0.2,0.5579999999999999,0.516,13.6,27.5,0.252,0.516,13.6,70.0,0.252,Alamodome,782701,0.0
1996,14,Los Angeles Lakers,1.0,0.0,82,53.0,29.0,1.8275862068965518,240.0,39.2,81.8,0.48,5.8,16.6,0.35100000000000003,33.4,65.2,0.512,18.6,25.0,0.746,12.1,28.1,40.2,25.4,8.8,6.3,14.2,20.8,102.9,27.1,53,29,4.45,-0.24,4.21,111.4,106.6,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.515,13.3,66.8,0.228,Great Western Forum,649634,0.0
1996,19,Charlotte Hornets,0.0,0.0,82,41.0,41.0,1.0,242.4,37.9,80.7,0.47,7.1,18.5,0.384,30.8,62.2,0.495,19.9,25.8,0.77,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8,27.8,39,43,-0.57,0.09,-0.48,111.2,111.8,91.6,0.32,0.23,0.5579999999999999,0.514,14.1,29.5,0.24600000000000002,0.514,14.1,70.3,0.24600000000000002,Charlotte Coliseum,985722,2.0
1996,7,Dallas Mavericks,1.0,0.0,82,26.0,56.0,0.4642857142857143,243.0,38.1,90.6,0.42,9.0,24.9,0.36,29.1,65.8,0.44299999999999995,17.4,24.1,0.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5,25.1,28,54,-4.9,0.19,-4.71,106.1,111.2,95.4,0.266,0.27399999999999997,0.507,0.47,13.3,34.1,0.192,0.47,13.3,68.6,0.192,Reunion Arena,684138,2.0
1996,30,Washington Bullets,0.0,0.0,82,39.0,43.0,0.9069767441860465,241.5,39.0,80.7,0.484,6.0,14.8,0.40700000000000003,33.0,65.9,0.501,18.4,25.3,0.728,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5,24.8,44,38,1.06,-0.07,0.99,108.7,107.6,93.7,0.314,0.183,0.5579999999999999,0.521,15.0,28.2,0.228,0.521,15.0,67.8,0.228,US Airways Arena,669598,2.0
1996,11,Houston Rockets,1.0,0.0,82,48.0,34.0,1.411764705882353,241.5,37.5,81.0,0.46399999999999997,7.8,21.5,0.36200000000000004,29.8,59.5,0.501,19.6,25.7,0.765,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4,102.5,29.0,46,36,1.74,-0.12,1.63,109.3,107.4,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.512,14.1,68.6,0.243,The Summit,667840,1.0
