Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
1,Sacramento Kings,27,61,21,61,21,7.61,0,7.61,109,101.1,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185,ARCO Arena (II),709997
2,Los Angeles Lakers,27.9,58,24,60,22,7.12,0.03,7.15,109.4,101.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13,72,0.233,STAPLES Center,778777
3,San Antonio Spurs,28.5,58,24,59,23,6.21,0.07,6.28,106.5,99.7,90,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189,Alamodome,906390
4,Dallas Mavericks,27.6,57,25,53,29,4.26,0.16,4.41,112.2,107.7,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239,American Airlines Center,802783
5,New Jersey Nets,26.1,52,30,53,29,4.16,-0.49,3.67,104,99.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,Continental Airlines Arena,564194
6,Minnesota Timberwolves,26.7,50,32,51,31,3.38,0.2,3.58,109,105.3,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,Target Center,731673
7,Seattle SuperSonics,26.9,45,37,50,32,3.02,0.22,3.24,108.9,105.6,89,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206,KeyArena at Seattle Center,633516
8,Portland Trail Blazers,29,49,33,50,32,2.99,0.22,3.21,107.4,104,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202,Rose Garden Arena,797821
9,Boston Celtics,26.2,49,33,48,34,2.21,-0.46,1.75,103.4,101,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245,FleetCenter,659751
10,Detroit Pistons,29.5,50,32,48,34,2.13,-0.45,1.69,104.8,102.4,90,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,The Palace of Auburn Hills,760807
11,Philadelphia 76ers,29,43,39,46,36,1.6,-0.33,1.27,102.1,100.3,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208,First Union Center,842976
12,Orlando Magic,28,44,38,46,36,1.57,-0.32,1.25,107,105.3,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,TD Waterhouse Centre,621121
13,Utah Jazz,29.9,44,38,44,38,0.89,0.32,1.21,105.6,104.6,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286,Delta Center,766108
14,Charlotte Hornets,28.3,44,38,44,38,0.96,-0.4,0.57,104.3,103.3,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226,Charlotte Coliseum,462738
15,Indiana Pacers,26.1,42,40,42,40,0.27,-0.34,-0.07,104.1,103.8,91.9,0.328,0.182,0.527,0.477,14.2,27,0.253,0.469,13.2,71,0.227,Conseco Fieldhouse,686537
16,Los Angeles Clippers,24.4,39,43,40,42,-0.46,0.38,-0.09,105.5,106,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194,STAPLES Center,740185
17,Phoenix Suns,26.5,36,46,39,43,-0.68,0.39,-0.3,103.3,104,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,America West Arena,668939
18,Milwaukee Bucks,28.9,41,41,40,42,-0.22,-0.4,-0.62,106.9,107.1,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12,70.9,0.217,Bradley Center,745305
19,Toronto Raptors,29.3,42,40,40,42,-0.44,-0.27,-0.71,102.6,103.1,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,Air Canada Centre,810160
20,Washington Wizards,27.5,37,45,37,45,-1.4,-0.17,-1.58,104.8,106.4,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13,71.4,0.214,MCI Center,847634
21,Miami Heat,30.1,36,46,36,46,-1.54,-0.31,-1.84,98.5,100.2,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74,0.249,AmericanAirlines Arena,655549
22,Cleveland Cavaliers,26,29,53,31,51,-3.33,-0.19,-3.52,104.6,108.2,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226,Gund Arena,596115
23,New York Knicks,30.3,30,52,29,53,-3.99,-0.16,-4.15,101.5,105.9,89.7,0.274,0.206,0.514,0.468,14,25.6,0.216,0.479,12.9,71.9,0.236,Madison Square Garden (IV),810283
24,Houston Rockets,25.9,28,54,27,55,-4.89,0.58,-4.31,103.1,108.6,88.2,0.286,0.223,0.507,0.465,13.4,29,0.211,0.491,11.5,69.8,0.178,Compaq Center,481227
25,Atlanta Hawks,25.7,33,49,29,53,-4.23,-0.18,-4.41,101.8,106.4,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218,Philips Arena,506110
26,Golden State Warriors,24.8,21,61,26,56,-5.4,0.61,-4.8,102.8,108.5,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232,The Arena in Oakland,593182
27,Denver Nuggets,28.2,27,55,24,58,-5.82,0.63,-5.19,101.4,107.8,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245,Pepsi Center,633846
28,Memphis Grizzlies,25.5,23,59,20,62,-7.44,0.7,-6.74,98.2,106.3,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68,0.197,Pyramid Arena,591030
29,Chicago Bulls,25.5,21,61,18,64,-8.54,0.02,-8.52,98.2,107.6,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.497,13.7,71.4,0.239,United Center,776311
,League Average,27.4,,,41,41,0,0,0,104.5,104.5,90.7,0.293,0.181,0.52,0.477,13.6,28.9,0.221,0.477,13.6,71.1,0.221,,695899
