Season,TeamID,E/W,Conference Finalist,W/L,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Age,MOV,Pace,eFG%,Attendance,Standings_Bucket
2013,14,1.0,1.0,1.2162162162162162,37.1,81.0,8.7,24.6,19.3,27.9,11.5,33.3,22.2,7.0,5.2,15.0,17.9,102.2,30.7,1.16,94.4,0.512,778877,0.0
2013,10,1.0,0.0,1.3428571428571427,38.2,83.4,8.0,19.9,16.8,21.3,10.8,34.2,22.5,6.9,4.2,15.1,21.4,101.2,25.3,0.89,94.5,0.506,794320,1.0
2013,7,1.0,0.0,1.0,38.8,84.0,7.4,19.9,16.1,20.4,9.4,32.6,23.2,7.9,5.5,14.0,20.7,101.1,29.5,-0.6,94.1,0.506,821490,2.0
2013,13,1.0,0.0,2.1538461538461537,38.5,80.6,7.6,21.4,16.4,23.0,11.4,30.2,23.9,9.6,5.6,14.6,20.9,101.1,28.8,6.45,91.1,0.526,788293,1.0
2013,26,1.0,0.0,0.5185185185185185,37.6,84.2,7.4,20.5,17.5,22.8,11.5,29.1,20.8,8.2,4.2,14.6,20.9,100.2,25.6,-4.88,93.6,0.491,563743,2.0
2013,20,0.0,0.0,1.9285714285714288,36.5,81.6,10.9,28.9,16.0,21.1,10.9,29.7,19.3,8.2,3.6,12.0,20.1,100.0,30.2,4.23,89.8,0.515,780353,1.0
2013,17,0.0,0.0,0.8636363636363636,38.1,87.8,7.3,20.4,15.3,20.7,13.0,30.9,22.9,8.4,6.7,14.1,19.0,98.9,26.4,-1.5,94.7,0.476,616469,1.0
2013,29,1.0,0.0,1.1025641025641026,37.1,81.8,6.2,16.9,17.5,23.0,12.1,30.0,22.7,8.4,6.3,14.8,21.3,98.0,26.3,-0.09,90.9,0.4920000000000001,763915,2.0
2013,1,0.0,0.0,1.1578947368421053,37.6,81.0,8.6,23.2,14.1,19.7,9.2,31.6,24.5,8.1,4.5,14.9,18.0,98.0,27.1,0.4,92.6,0.517,620146,1.0
2013,25,1.0,0.0,0.6734693877551021,36.7,81.9,8.2,23.2,15.9,20.5,10.7,30.2,21.8,6.6,4.3,14.7,18.5,97.5,24.4,-3.17,91.4,0.498,813012,2.0
2013,28,0.0,0.0,0.7083333333333334,36.3,81.5,7.0,20.3,17.6,22.3,10.6,29.6,21.5,7.3,4.8,13.7,22.4,97.2,25.4,-1.48,90.4,0.488,743936,2.0
2013,3,0.0,0.0,1.4848484848484849,35.9,79.8,7.7,21.5,17.5,23.9,12.8,30.0,20.3,7.3,4.8,14.7,18.3,96.9,28.6,1.78,88.8,0.498,704702,0.0
2013,6,0.0,0.0,0.4137931034482759,36.5,84.2,6.7,19.3,16.8,22.3,12.2,28.8,20.7,7.9,4.1,14.0,21.2,96.5,24.1,-4.68,92.3,0.473,663882,2.0
2013,18,1.0,0.0,0.6078431372549019,35.9,81.7,5.5,18.0,18.5,24.9,11.9,30.2,22.4,8.5,4.7,14.8,18.4,95.7,26.4,-2.37,92.8,0.473,669956,2.0
2013,2,0.0,0.0,1.025,37.0,79.7,6.1,17.2,16.3,21.0,8.1,31.3,22.8,8.2,4.5,14.6,21.2,96.5,29.1,-0.22,91.7,0.503,744960,0.0
2013,24,1.0,0.0,0.43859649122807015,37.3,84.4,5.9,17.7,14.7,19.7,11.7,29.9,22.6,8.0,5.3,15.6,20.6,95.2,26.9,-6.46,93.4,0.477,632913,2.0
2013,9,0.0,0.0,0.5471698113207547,36.3,81.0,6.3,17.6,15.9,22.8,12.1,30.0,21.2,7.0,4.9,15.1,19.8,94.9,25.3,-3.99,90.8,0.487,606094,2.0
2013,22,0.0,0.0,0.3225806451612903,37.7,84.2,6.2,18.7,12.5,16.6,10.9,31.9,22.8,6.4,4.4,14.5,19.4,94.1,24.6,-6.99,92.2,0.485,722716,2.0
2013,19,1.0,0.0,0.4909090909090909,36.0,80.4,6.5,18.0,15.5,20.0,12.0,29.6,21.0,6.3,5.4,14.5,20.4,94.1,24.0,-3.87,88.5,0.489,565930,2.0
2013,12,0.0,1.0,1.53125,35.1,80.6,6.9,19.7,17.6,23.6,12.9,33.0,20.3,7.2,6.3,15.1,20.0,94.7,25.7,4.02,90.2,0.479,626069,0.0
2013,4,0.0,0.0,0.3442622950819672,34.4,81.1,5.7,17.1,18.9,25.1,11.2,29.1,19.4,7.2,5.8,14.1,19.0,93.4,24.4,-9.23,91.5,0.46,628293,2.0
2013,15,1.0,0.0,2.1538461538461537,36.1,81.5,4.7,13.5,16.5,21.3,12.9,29.8,20.9,8.6,5.3,14.0,20.2,93.4,27.0,4.15,88.4,0.472,681613,1.0
2013,30,0.0,0.0,0.5471698113207547,35.5,81.6,6.6,18.2,15.6,21.3,10.8,32.3,21.6,7.3,4.6,15.1,20.5,93.2,25.4,-2.54,92.2,0.475,670070,2.0
2013,5,0.0,0.0,1.2162162162162162,35.7,81.7,5.4,15.4,16.4,21.2,12.5,30.7,23.0,7.2,5.1,14.3,19.7,93.2,28.0,0.32,89.3,0.47,896944,1.0
2013,23,0.0,0.0,0.7083333333333334,37.3,84.1,6.3,17.5,12.2,16.8,10.9,30.4,22.8,7.4,4.7,13.0,18.4,93.2,25.2,-3.34,91.0,0.481,685412,2.0
2012,8,1.0,0.0,1.3571428571428572,39.0,81.9,6.6,19.9,19.6,26.7,11.2,31.9,24.0,8.2,5.0,15.4,19.7,104.1,26.6,2.88,94.2,0.516,561966,1.0
2012,27,1.0,1.0,3.125,39.6,82.8,8.4,21.3,16.2,21.6,10.3,32.6,23.2,7.4,4.4,13.6,17.3,103.7,27.5,7.17,92.9,0.528,607095,0.0
2012,21,1.0,1.0,2.473684210526316,37.3,79.2,7.2,20.0,21.3,26.4,11.0,32.7,18.5,7.5,8.2,16.3,20.5,103.1,25.1,6.12,93.0,0.516,600699,0.0
2012,29,1.0,0.0,1.2,38.2,83.8,4.1,12.8,19.1,25.3,13.0,31.1,21.8,8.3,5.8,14.2,21.8,99.7,25.6,0.62,91.4,0.481,637124,1.0
2012,17,0.0,0.0,0.8857142857142857,37.9,85.6,6.6,19.2,16.6,21.4,12.4,30.0,23.5,8.3,5.1,14.1,19.3,99.0,26.2,0.27,93.7,0.481,485717,2.0
2012,26,1.0,0.0,0.5,37.7,86.5,6.2,19.7,17.1,23.2,13.4,29.5,19.3,8.5,4.9,14.4,19.5,98.8,24.3,-5.68,94.7,0.472,478764,2.0
2012,16,0.0,1.0,2.3,37.1,79.0,5.6,15.6,18.8,24.2,10.4,31.2,20.0,8.9,5.4,15.2,19.4,98.5,28.3,5.98,91.2,0.505,657855,0.0
2012,24,1.0,0.0,1.0,37.8,82.5,6.7,19.6,16.0,21.2,10.9,30.8,22.5,6.5,5.5,14.1,18.7,98.4,28.9,-0.24,92.6,0.499,514718,2.0
2012,11,1.0,0.0,1.0625,37.7,84.0,7.2,20.2,15.4,19.7,11.7,30.5,21.3,7.5,4.8,14.5,20.4,98.1,26.2,0.23,91.7,0.4920000000000001,506994,2.0
2012,18,1.0,0.0,0.65,35.7,82.3,7.2,21.6,19.4,25.2,12.1,31.7,19.5,6.6,4.4,15.2,18.4,97.9,24.4,-2.2,93.3,0.477,577197,2.0
2012,20,0.0,0.0,1.2,35.8,80.8,7.8,23.3,18.3,24.8,11.3,30.5,20.1,9.4,4.2,16.0,21.1,97.8,26.3,3.2,93.2,0.4920000000000001,652179,1.0
2012,10,1.0,0.0,0.5348837209302325,37.7,82.5,7.9,20.5,14.4,18.7,9.7,29.5,22.3,8.0,5.5,13.9,21.4,97.8,25.3,-3.41,92.3,0.505,622311,2.0
2012,12,0.0,0.0,1.75,35.7,81.4,5.9,16.1,20.4,26.1,12.5,31.4,18.6,7.9,5.4,14.0,21.7,97.7,26.3,3.3,90.7,0.474,467561,0.0
2012,13,1.0,0.0,1.5384615384615383,37.0,81.3,7.8,21.8,15.8,23.3,12.1,29.4,21.0,8.4,4.8,13.3,21.2,97.5,27.3,2.56,89.2,0.502,634237,1.0
2012,14,1.0,0.0,1.64,36.8,80.6,5.5,16.8,18.2,24.1,12.1,34.1,22.5,5.9,5.3,15.1,16.8,97.3,29.7,1.42,90.5,0.491,626901,0.0
2012,25,1.0,0.0,0.7368421052631579,36.4,82.1,7.2,20.9,17.2,21.6,11.1,29.5,20.4,8.0,4.9,14.2,19.0,97.2,27.5,-0.62,91.2,0.488,676384,2.0
2012,1,0.0,0.0,1.5384615384615383,36.8,81.0,7.5,20.2,15.5,21.0,9.9,31.3,22.4,8.1,4.6,14.0,17.8,96.6,27.9,3.44,90.2,0.5,501593,1.0
2012,5,0.0,0.0,3.125,37.4,82.8,6.3,16.9,15.2,21.1,13.9,32.8,23.1,6.9,5.9,14.0,17.3,96.3,27.1,8.18,89.1,0.49,731326,0.0
2012,7,1.0,0.0,1.2,36.3,82.0,7.5,22.2,15.6,20.2,10.1,32.7,20.9,8.6,5.1,14.0,18.6,95.8,31.3,0.95,91.4,0.489,671050,1.0
2012,15,1.0,0.0,1.64,36.7,82.2,4.2,12.9,17.3,22.8,12.6,29.5,19.5,9.6,5.2,14.5,19.9,95.0,25.6,2.02,90.8,0.473,518446,0.0
2012,22,0.0,0.0,1.2758620689655171,34.5,78.2,10.2,27.0,15.1,22.8,11.2,31.2,20.0,6.8,4.2,14.9,17.7,94.2,27.5,0.79,89.0,0.506,623587,1.0
2012,30,0.0,0.0,0.43478260869565216,36.6,83.0,5.2,16.3,15.3,21.0,11.7,29.9,19.1,8.0,6.3,15.3,21.3,93.6,24.2,-4.8,92.5,0.472,552038,2.0
2012,23,0.0,0.0,1.1290322580645162,37.4,83.6,5.3,14.6,13.5,18.2,10.7,32.5,22.0,8.0,5.2,11.2,17.5,93.6,24.9,4.24,89.7,0.48,577597,1.0
2012,3,0.0,0.0,0.5,34.3,80.6,7.7,22.4,16.9,21.7,11.9,28.5,19.9,7.5,3.9,15.1,19.2,93.1,26.1,-5.98,90.1,0.473,460719,2.0
2012,6,0.0,0.0,0.4666666666666667,34.3,81.2,6.7,19.3,17.8,24.9,12.7,29.5,19.8,7.1,4.0,15.4,20.0,93.0,26.0,-7.2,91.3,0.463,525577,2.0
2012,2,0.0,1.0,1.4444444444444444,35.5,77.1,5.5,15.0,15.4,19.8,7.7,31.1,23.6,7.5,5.5,14.8,19.9,91.8,29.3,2.52,90.4,0.496,614592,0.0
2012,9,0.0,0.0,0.6097560975609756,34.7,79.3,4.8,13.9,16.6,22.1,11.7,28.5,18.7,7.0,4.2,15.7,19.6,90.9,26.3,-4.79,89.2,0.468,475638,2.0
2012,28,0.0,0.0,0.5348837209302325,34.4,78.1,5.5,16.3,16.4,21.4,10.6,31.4,20.9,6.5,4.9,15.2,23.2,90.7,25.7,-3.3,89.3,0.475,555584,2.0
2012,19,1.0,0.0,0.4666666666666667,34.8,77.3,3.9,11.8,16.0,21.2,11.0,30.2,20.7,7.4,4.8,15.5,20.1,89.6,25.5,-3.76,88.3,0.476,498618,2.0
2012,4,0.0,0.0,0.11864406779661014,33.2,80.2,4.0,13.5,16.5,22.2,10.3,28.7,20.1,6.0,5.5,14.5,18.9,87.0,24.5,-13.91,91.1,0.439,486984,2.0
2011,8,1.0,0.0,1.5625,38.4,80.6,8.1,20.8,22.7,29.6,9.6,32.3,22.1,7.4,4.3,14.1,21.0,107.5,27.3,4.76,95.6,0.526,696568,1.0
2011,20,0.0,0.0,1.05,38.3,83.7,9.3,25.4,20.6,25.5,10.3,30.1,21.4,7.6,5.8,13.7,21.3,106.5,25.3,0.78,95.6,0.513,808879,1.0
2011,11,1.0,0.0,1.1025641025641026,38.7,85.1,8.3,22.5,20.3,25.4,11.7,31.1,23.8,7.1,4.5,13.5,20.0,105.9,26.5,2.18,94.2,0.503,663839,2.0
2011,24,1.0,0.0,0.9523809523809524,39.3,83.5,8.5,22.6,18.0,23.6,10.0,30.2,23.7,6.6,4.4,14.3,20.3,105.0,29.6,-0.89,94.4,0.522,720249,2.0
2011,21,1.0,1.0,2.0370370370370368,37.4,80.6,5.9,17.1,24.1,29.3,11.0,31.8,20.4,8.0,5.9,14.1,22.4,104.8,23.7,3.79,92.7,0.501,744068,0.0
2011,27,1.0,0.0,2.9047619047619047,38.4,80.8,8.4,21.1,18.5,24.2,10.1,31.7,22.4,7.3,4.5,13.4,19.0,103.7,28.8,5.71,92.3,0.527,750879,0.0
2011,10,1.0,0.0,0.7826086956521741,39.6,85.9,8.4,21.3,15.7,20.7,11.6,28.9,22.5,9.0,5.0,14.6,22.0,103.4,25.2,-2.33,94.8,0.51,766398,2.0
2011,16,0.0,1.0,2.4166666666666665,37.0,76.8,6.7,18.0,21.5,27.9,9.6,32.5,20.0,6.6,5.2,13.9,20.4,102.1,29.0,7.46,90.9,0.524,810930,0.0
2011,14,1.0,0.0,2.28,38.1,82.4,6.4,18.1,18.8,24.1,12.1,31.9,22.0,7.3,5.1,13.1,19.0,101.5,30.2,6.11,90.7,0.502,778877,0.0
2011,18,1.0,0.0,0.26153846153846155,37.7,85.5,7.2,19.1,18.5,24.1,13.2,31.2,20.1,7.2,5.1,17.0,22.3,101.1,23.8,-6.63,96.5,0.483,624960,2.0
2011,7,1.0,1.0,2.28,37.4,78.8,7.9,21.6,17.5,22.6,9.5,31.9,23.8,6.8,4.3,14.0,19.2,100.2,30.9,4.23,91.3,0.525,824162,0.0
2011,15,1.0,0.0,1.2777777777777777,39.0,82.9,3.8,11.3,18.1,24.2,11.8,29.2,20.6,9.4,5.4,14.0,20.8,99.9,25.2,2.34,91.9,0.493,600687,1.0
2011,12,0.0,0.0,0.8222222222222222,36.6,82.8,7.1,20.2,19.4,24.8,11.1,32.4,19.6,7.1,5.6,15.4,21.7,99.8,25.9,-1.07,94.7,0.486,555077,1.0
2011,29,1.0,0.0,0.9069767441860463,37.4,80.4,5.3,15.3,19.4,25.1,11.0,28.5,23.4,7.7,5.9,14.3,22.7,99.4,26.8,-1.83,91.0,0.498,799982,2.0
2011,26,1.0,0.0,0.4137931034482759,38.2,85.1,5.2,15.6,17.7,24.2,13.1,30.8,20.4,7.4,4.8,16.1,22.0,99.4,24.8,-5.34,95.2,0.48,569496,2.0
2011,22,0.0,0.0,1.7333333333333334,36.0,78.2,9.4,25.6,17.7,25.6,10.5,32.7,20.0,6.7,4.7,14.9,20.0,99.2,27.6,5.46,91.2,0.521,777852,0.0
2011,28,0.0,0.0,0.36666666666666653,38.3,82.4,4.2,13.3,18.2,24.1,11.7,28.6,21.9,7.1,4.3,14.7,22.0,99.1,24.5,-6.28,92.9,0.491,680255,2.0
2011,23,0.0,0.0,1.0,38.1,82.6,5.4,15.2,17.4,22.6,10.4,31.4,22.7,7.6,4.3,13.0,19.4,99.0,24.7,1.5,91.7,0.494,604823,1.0
2011,13,1.0,0.0,0.64,36.8,80.4,6.3,18.5,18.9,26.7,11.6,30.5,22.1,7.1,4.9,16.4,21.1,98.6,24.6,-3.13,92.8,0.496,727462,2.0
2011,5,0.0,1.0,3.1,37.1,80.3,6.2,17.3,18.2,24.5,11.8,32.4,22.3,7.2,5.7,14.2,20.0,98.6,26.4,7.32,90.4,0.501,893462,0.0
2011,30,0.0,0.0,0.3898305084745763,37.2,84.0,4.8,14.4,18.2,24.4,12.4,29.0,19.4,8.1,6.1,15.3,22.6,97.3,24.9,-7.4,93.8,0.471,688466,2.0
2011,9,0.0,0.0,0.5769230769230769,37.3,81.1,5.8,15.3,16.7,22.6,11.4,27.3,21.1,7.3,4.0,13.0,19.9,97.0,27.2,-3.6,89.2,0.495,683080,2.0
2011,2,0.0,0.0,2.1538461538461537,36.9,75.8,5.0,13.6,17.8,23.1,7.8,31.0,23.4,8.2,4.2,14.6,20.5,96.5,29.5,5.37,90.4,0.519,763584,0.0
2011,25,1.0,0.0,1.4117647058823528,36.0,80.5,6.3,18.3,18.0,22.4,12.1,27.2,21.2,8.0,4.4,13.0,19.3,96.3,26.7,1.52,87.9,0.486,840924,1.0
2011,6,0.0,0.0,0.3015873015873016,35.2,81.1,6.2,18.2,18.9,25.3,10.4,29.9,21.0,6.6,4.2,14.2,20.1,95.5,26.6,-9.01,93.0,0.472,824595,2.0
2011,1,0.0,0.0,1.1578947368421053,36.2,78.4,6.1,17.4,16.4,21.1,9.3,30.0,22.0,6.1,4.2,13.6,19.0,95.0,27.4,-0.82,89.3,0.501,641596,1.0
2011,19,1.0,0.0,1.2777777777777777,35.9,78.2,5.4,15.0,17.7,23.1,10.0,30.1,20.6,7.6,4.4,13.0,21.0,94.9,26.3,0.89,88.7,0.493,603088,1.0
2011,3,0.0,0.0,0.4137931034482759,35.6,81.0,5.6,16.3,17.4,22.9,11.1,29.8,21.0,5.6,4.7,14.0,22.0,94.2,24.8,-6.24,89.9,0.474,581378,2.0
2011,4,0.0,0.0,0.7083333333333334,35.0,77.6,4.8,14.7,18.4,24.4,10.3,29.8,21.1,6.4,5.3,14.5,20.0,93.3,26.9,-4.0,89.6,0.482,649694,2.0
2011,17,0.0,0.0,0.7446808510638298,34.3,79.8,5.9,17.2,17.4,22.9,10.5,30.2,18.8,7.5,4.9,13.5,20.5,91.9,26.7,-0.84,89.8,0.467,631912,2.0
2010,24,1.0,1.0,1.9285714285714288,40.7,82.8,8.9,21.6,19.9,25.8,11.1,31.9,23.3,5.8,5.1,14.8,20.9,110.2,28.5,4.9,95.3,0.546,723582,0.0
2010,10,1.0,0.0,0.4642857142857143,40.6,86.5,7.7,20.6,19.9,25.4,9.2,29.2,22.4,9.3,4.1,14.7,23.0,108.8,25.1,-3.6,100.4,0.514,739120,2.0
2010,8,1.0,0.0,1.827586206896552,38.1,81.4,6.6,18.5,23.6,30.6,10.8,30.5,21.0,8.3,5.1,13.9,22.5,106.5,27.7,4.09,94.8,0.509,737301,0.0
2010,29,1.0,0.0,1.827586206896552,39.4,80.2,5.4,14.7,20.2,27.2,10.6,31.6,26.7,8.2,4.9,15.2,22.7,104.2,25.6,5.34,93.8,0.524,794512,1.0
2010,28,0.0,0.0,0.9523809523809524,39.0,80.9,6.3,17.0,19.7,25.8,9.8,30.6,22.0,5.7,4.7,13.4,22.2,104.1,25.2,-1.78,93.1,0.521,733784,2.0
2010,22,0.0,1.0,2.565217391304348,36.6,78.0,10.3,27.3,19.2,26.5,9.9,33.4,19.7,6.2,5.6,14.1,19.9,102.8,27.9,7.49,92.0,0.536,715901,0.0
2010,15,1.0,0.0,0.9523809523809524,39.3,83.8,4.2,12.4,19.7,26.9,13.0,30.4,18.8,7.9,4.9,15.2,20.2,102.5,24.1,-1.51,93.6,0.494,552914,2.0
2010,11,1.0,0.0,1.05,37.7,84.4,7.9,22.4,19.0,24.7,11.8,30.1,21.8,7.1,3.9,14.5,20.9,102.4,26.0,-0.37,94.0,0.494,677658,2.0
2010,6,0.0,0.0,2.9047619047619047,37.8,77.9,7.3,19.3,19.1,26.6,9.6,32.8,22.4,6.9,5.2,13.9,19.4,102.1,28.0,6.52,91.4,0.532,843042,0.0
2010,20,0.0,0.0,0.5471698113207547,38.1,83.9,9.1,26.2,16.8,21.5,10.2,30.2,21.6,7.1,3.7,14.0,20.0,102.1,25.4,-3.82,94.0,0.509,799550,2.0
2010,7,1.0,0.0,2.0370370370370368,38.3,82.4,6.8,18.3,18.6,22.8,10.2,31.5,23.4,7.6,5.5,12.9,19.1,102.0,30.7,2.72,92.5,0.506,819770,0.0
2010,14,1.0,1.0,2.28,38.3,83.8,6.5,19.0,18.5,24.2,11.9,32.5,21.1,7.5,4.9,13.4,19.4,101.7,28.4,4.72,92.8,0.496,778877,0.0
2010,1,0.0,0.0,1.827586206896552,38.8,82.9,6.4,17.7,17.7,23.3,11.8,29.9,21.8,7.2,5.0,12.0,19.9,101.7,26.5,4.66,90.1,0.506,678375,0.0
2010,21,1.0,0.0,1.5625,37.4,80.8,5.1,15.0,21.7,27.0,11.7,31.8,20.0,8.0,5.9,15.0,21.3,101.5,23.2,3.49,93.1,0.494,738149,1.0
2010,27,1.0,0.0,1.5625,38.4,81.2,6.8,18.9,17.8,24.0,10.8,32.0,22.3,6.3,4.6,13.6,20.4,101.4,28.7,5.09,91.7,0.515,741676,1.0
2010,12,0.0,0.0,0.64,36.8,83.2,8.0,23.1,19.1,24.6,9.6,31.9,21.1,7.1,5.4,15.0,22.5,100.8,26.6,-3.01,97.1,0.491,582295,2.0
2010,19,1.0,0.0,0.8222222222222222,38.8,83.4,7.0,19.2,15.8,20.3,10.4,29.9,22.3,7.6,3.7,13.5,19.6,100.2,27.5,-2.46,92.6,0.506,617366,2.0
2010,26,1.0,0.0,0.43859649122807015,38.3,84.1,5.9,16.9,17.4,24.0,11.9,30.7,20.5,6.9,4.5,15.0,22.3,100.0,24.1,-4.37,94.0,0.491,543416,2.0
2010,2,0.0,1.0,1.5625,37.1,76.8,6.1,17.5,19.0,25.5,8.7,29.9,23.5,8.5,4.9,14.9,22.1,99.2,29.4,3.66,91.6,0.522,763584,0.0
2010,18,1.0,0.0,0.22388059701492535,37.9,84.4,4.9,14.4,17.5,23.5,11.7,31.2,19.8,7.3,3.7,16.3,20.7,98.2,24.1,-9.6,96.1,0.478,619170,2.0
2010,25,1.0,0.0,1.5625,36.3,78.7,6.0,16.9,19.6,24.8,11.1,29.1,20.4,6.4,4.3,12.3,20.9,98.1,26.6,3.3,87.7,0.499,840371,1.0
2010,23,0.0,0.0,0.4909090909090909,37.6,81.8,5.8,16.8,16.7,22.0,11.5,29.5,21.0,8.1,5.4,14.5,20.5,97.7,25.4,-3.9,91.6,0.496,583219,2.0
2010,17,0.0,0.0,1.2777777777777777,37.2,85.3,7.9,22.1,15.4,20.4,11.8,31.2,21.2,7.1,4.7,13.2,22.2,97.7,26.4,1.7,91.7,0.482,619453,1.0
2010,5,0.0,0.0,1.0,37.6,83.2,4.3,13.0,18.0,23.9,11.4,33.1,20.8,6.5,5.8,14.3,20.1,97.5,26.2,-1.63,93.1,0.477,849760,1.0
2010,16,0.0,0.0,1.3428571428571427,36.4,79.5,6.0,17.4,17.7,23.5,10.7,31.1,18.9,7.4,5.6,13.2,20.9,96.5,27.1,2.28,89.6,0.496,726935,1.0
2010,30,0.0,0.0,0.4642857142857143,36.7,81.7,5.3,14.9,17.6,23.1,11.8,30.0,19.0,6.0,5.1,14.9,21.4,96.2,27.6,-4.78,91.6,0.481,664398,2.0
2010,13,1.0,0.0,0.5471698113207547,36.6,80.5,5.9,17.8,16.6,22.8,11.3,30.5,22.1,6.5,5.7,15.7,19.3,95.7,27.3,-6.35,92.6,0.491,670063,2.0
2010,4,0.0,0.0,1.1578947368421053,34.9,76.9,5.6,16.2,20.0,26.6,10.5,30.4,20.2,7.7,5.4,15.7,19.5,95.3,27.4,1.46,90.4,0.49,648520,1.0
2010,9,0.0,0.0,0.4909090909090909,35.9,80.5,4.6,14.5,17.7,24.4,12.8,27.3,19.4,7.3,3.8,13.4,22.2,94.0,26.7,-5.11,88.5,0.474,768826,2.0
2010,3,0.0,0.0,0.17142857142857146,34.3,79.9,4.6,14.5,19.2,24.6,10.9,28.8,18.8,7.0,4.8,14.4,20.0,92.4,24.8,-9.12,91.4,0.458,537230,2.0
2009,24,1.0,0.0,1.2777777777777777,41.1,81.6,6.7,17.6,20.4,27.5,11.0,30.7,23.2,7.2,5.1,15.7,20.6,109.4,29.5,1.93,96.0,0.545,755302,2.0
2009,10,1.0,0.0,0.5471698113207547,39.4,86.0,6.7,18.0,23.1,29.2,11.6,30.4,20.9,7.8,6.4,14.6,22.5,108.6,25.0,-3.74,98.2,0.4970000000000001,776660,2.0
2009,14,1.0,1.0,3.8235294117647056,40.3,85.1,6.7,18.5,19.6,25.5,12.4,31.5,23.3,8.8,5.1,13.5,20.7,106.9,27.4,7.66,94.3,0.513,778877,0.0
2009,20,0.0,0.0,0.64,38.5,86.5,10.0,27.9,18.2,23.2,11.1,31.0,21.2,7.4,2.5,14.3,20.4,105.2,25.7,-2.61,96.7,0.503,790801,2.0
2009,12,0.0,0.0,0.7826086956521741,39.3,86.3,8.0,21.0,18.6,23.0,11.3,32.5,21.6,7.0,5.3,14.5,23.1,105.1,26.5,-1.11,96.5,0.501,581472,2.0
2009,8,1.0,1.0,1.9285714285714288,37.3,79.4,6.7,18.0,23.1,30.3,11.0,30.6,22.2,8.7,6.0,15.3,22.9,104.3,27.7,3.41,94.3,0.512,706165,0.0
2009,29,1.0,0.0,1.4117647058823528,38.3,80.8,4.8,13.7,22.1,28.7,11.5,29.5,24.7,8.8,4.6,14.8,22.3,103.6,25.5,2.65,93.1,0.504,816042,1.0
2009,5,0.0,0.0,1.0,38.1,83.5,6.0,15.8,19.9,25.0,11.8,30.3,21.1,7.5,5.5,14.5,20.8,102.2,24.9,-0.28,93.1,0.493,868667,1.0
2009,7,1.0,0.0,1.5625,38.1,82.6,7.0,19.9,18.5,22.6,11.1,31.6,21.7,7.2,5.2,12.7,19.5,101.7,29.0,1.98,91.5,0.504,821723,1.0
2009,22,0.0,1.0,2.565217391304348,35.7,78.2,10.0,26.2,19.6,27.5,10.0,33.3,19.4,7.0,5.4,13.9,20.3,101.0,27.3,6.7,92.3,0.52,698768,0.0
2009,2,0.0,0.0,3.1,37.5,77.2,6.6,16.5,19.4,25.3,10.6,31.5,22.7,7.6,4.7,15.6,23.1,100.9,27.8,7.51,90.4,0.528,763584,0.0
2009,26,1.0,0.0,0.26153846153846155,36.5,81.5,7.1,19.4,20.5,25.7,10.2,28.9,19.7,6.9,4.3,15.4,23.3,100.6,26.3,-8.76,94.2,0.491,520169,2.0
2009,6,0.0,1.0,4.125,36.9,78.7,8.0,20.4,18.6,24.5,10.8,31.4,20.3,7.2,5.3,12.7,20.3,100.3,26.6,8.93,88.7,0.519,841000,0.0
2009,25,1.0,0.0,1.9285714285714288,36.8,79.2,7.3,19.0,18.5,24.2,12.9,28.8,20.3,6.7,4.9,12.9,20.4,99.4,24.0,5.34,86.6,0.511,841499,0.0
2009,17,0.0,0.0,0.7083333333333334,36.7,82.4,6.2,17.2,19.7,25.2,11.9,28.9,22.0,7.4,3.8,14.1,24.2,99.3,26.3,-1.09,92.6,0.483,630976,2.0
2009,28,0.0,0.0,0.6734693877551021,37.2,81.4,5.8,15.7,18.7,22.7,9.8,30.6,22.4,6.4,4.8,13.4,19.4,99.0,27.0,-2.82,92.0,0.494,769707,2.0
2009,11,1.0,0.0,1.827586206896552,36.1,79.6,7.6,20.2,18.7,23.2,10.5,32.5,20.3,6.7,4.3,14.1,18.9,98.4,27.9,4.0,90.2,0.501,717669,1.0
2009,16,0.0,0.0,1.1025641025641026,37.0,81.0,7.1,19.9,17.2,22.8,10.1,29.4,20.4,7.9,5.5,12.5,20.7,98.3,25.6,0.26,89.9,0.5,748778,1.0
2009,1,0.0,0.0,1.3428571428571427,36.0,78.7,7.3,19.9,18.7,25.4,10.6,29.4,20.2,7.4,4.6,12.8,19.6,98.1,25.8,1.57,89.6,0.504,686688,0.0
2009,3,0.0,0.0,0.7083333333333334,35.7,79.7,8.0,21.2,18.8,24.1,10.4,29.5,20.0,6.8,4.8,13.1,22.4,98.1,25.7,-2.44,89.9,0.4970000000000001,621062,2.0
2009,18,1.0,0.0,0.4137931034482759,36.4,82.5,6.6,18.8,18.3,23.9,11.9,29.8,20.4,6.2,3.9,14.2,21.8,97.8,25.4,-4.91,91.6,0.481,595013,2.0
2009,23,0.0,0.0,1.0,36.5,79.7,4.2,13.1,20.1,27.0,12.7,28.5,20.1,8.0,5.1,14.1,20.1,97.4,26.1,0.07,90.0,0.485,647898,1.0
2009,27,1.0,0.0,1.9285714285714288,37.1,79.7,7.6,19.8,15.2,20.0,8.9,32.2,21.2,5.8,4.0,11.7,18.9,97.0,30.4,3.76,88.4,0.513,749048,0.0
