Season,TeamID,E/W,Conference Finalist,W/L,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Age,MOV,Pace,eFG%,Attendance,Standings_Bucket
2009,21,1.0,0.0,0.3898305084745763,36.6,81.9,4.0,11.6,19.8,25.2,12.2,30.5,20.3,7.4,4.5,16.2,20.2,97.0,24.5,-6.1,93.6,0.471,766868,2.0
2009,30,0.0,0.0,0.3015873015873016,36.5,81.2,4.8,14.6,18.2,23.8,11.7,28.4,20.0,7.5,4.5,14.0,20.5,96.1,26.9,-7.46,91.0,0.48,681119,2.0
2009,19,1.0,0.0,1.4848484848484849,35.5,77.6,6.8,18.6,18.0,22.4,9.8,29.9,19.6,7.2,4.1,12.5,20.3,95.8,28.2,1.55,87.8,0.501,695727,1.0
2009,13,1.0,0.0,0.3015873015873016,36.0,81.7,6.5,18.5,16.5,22.4,10.9,29.0,21.0,7.0,5.9,14.9,20.1,95.1,26.6,-8.77,92.1,0.481,663587,2.0
2009,9,0.0,0.0,0.9069767441860463,36.4,80.0,4.6,13.2,16.9,22.5,11.6,29.9,20.6,6.0,4.6,11.9,20.9,94.2,28.2,-0.49,86.7,0.483,896971,1.0
2009,15,1.0,0.0,0.4137931034482759,34.9,77.0,4.9,13.5,19.1,25.3,10.3,28.5,17.4,7.5,4.7,15.3,21.7,93.9,23.3,-5.46,90.1,0.486,519895,2.0
2009,4,0.0,0.0,0.7446808510638298,35.0,76.8,6.0,16.3,17.7,24.0,10.8,28.9,21.2,7.1,4.8,15.6,21.4,93.6,25.8,-1.27,88.3,0.494,597548,2.0
2008,10,1.0,0.0,1.4117647058823528,41.5,90.3,9.3,26.6,18.8,24.9,12.7,30.4,22.4,9.1,4.6,13.2,22.9,111.0,25.5,2.21,98.8,0.511,804864,2.0
2008,8,1.0,0.0,1.5625,40.3,85.8,6.9,19.6,23.1,30.7,11.2,32.9,24.7,9.2,6.7,14.7,21.1,110.7,28.5,3.71,99.7,0.51,711962,1.0
2008,24,1.0,0.0,2.0370370370370368,41.4,82.7,8.5,21.5,18.9,24.1,8.8,32.7,26.7,6.5,6.3,14.4,19.9,110.1,29.3,5.05,96.7,0.551,755302,1.0
2008,14,1.0,1.0,2.28,39.6,83.1,8.1,21.4,21.3,27.7,11.0,33.2,24.4,8.0,5.3,14.1,20.6,108.6,26.7,7.26,95.6,0.525,778877,0.0
2008,29,1.0,0.0,1.9285714285714288,40.0,80.4,5.0,13.4,21.3,28.0,11.5,29.4,26.4,8.7,4.3,14.6,24.0,106.2,25.3,6.88,93.2,0.528,816211,0.0
2008,22,0.0,0.0,1.7333333333333334,37.3,78.6,9.8,25.3,20.1,27.9,9.4,32.6,20.8,6.3,4.1,14.3,20.6,104.5,26.7,5.46,93.4,0.537,709346,0.0
2008,12,0.0,0.0,0.7826086956521741,37.8,85.3,9.2,24.6,19.1,24.9,11.0,32.1,22.7,7.6,5.0,15.1,23.4,104.0,26.7,-1.4,97.7,0.498,501092,2.0
2008,26,1.0,0.0,0.8636363636363636,37.1,80.0,6.2,16.7,22.1,27.7,10.1,30.0,19.1,7.9,4.1,16.1,22.4,102.5,27.3,-2.26,94.7,0.503,580181,2.0
2008,19,1.0,0.0,2.1538461538461537,38.6,82.9,7.7,19.8,16.0,20.8,11.4,30.4,21.8,7.8,3.9,11.9,18.7,100.9,27.1,5.28,89.9,0.512,581432,0.0
2008,15,1.0,0.0,0.36666666666666653,37.3,82.2,7.6,21.7,18.5,25.6,10.3,31.3,19.2,6.1,4.7,15.3,19.4,100.7,24.5,-6.21,95.3,0.5,523578,2.0
2008,2,0.0,1.0,4.125,36.4,76.7,7.3,19.1,20.5,26.5,10.1,31.9,22.4,8.5,4.6,15.2,22.7,100.5,27.9,10.26,90.9,0.522,763584,0.0
2008,7,1.0,0.0,1.6451612903225807,36.9,79.5,6.0,17.1,20.6,25.3,10.8,32.2,21.0,6.0,4.9,12.6,21.8,100.4,28.9,4.54,90.2,0.502,831738,1.0
2008,28,0.0,0.0,1.0,38.4,82.0,7.0,17.8,16.4,20.2,9.6,30.4,23.8,7.0,4.1,11.7,19.5,100.2,26.3,2.9,90.2,0.511,796835,1.0
2008,30,0.0,0.0,1.1025641025641026,36.4,81.6,7.0,19.7,19.0,24.3,12.3,29.3,19.6,7.7,4.8,13.2,19.6,98.8,27.2,-0.33,89.5,0.489,736461,0.0
2008,1,0.0,0.0,0.8222222222222222,36.3,79.9,4.7,13.1,21.0,27.2,12.3,29.9,22.0,7.3,5.5,14.9,20.4,98.2,24.2,-1.82,91.1,0.483,667518,1.0
2008,21,1.0,0.0,0.3225806451612903,38.1,85.8,3.8,11.5,17.5,22.8,11.8,32.8,21.3,6.5,4.9,16.0,20.5,97.5,25.4,-8.76,96.3,0.467,547556,2.0
2008,9,0.0,1.0,2.565217391304348,36.6,79.9,5.9,16.2,18.4,24.0,11.9,29.5,22.3,7.1,5.8,11.7,20.6,97.5,28.3,7.39,87.3,0.495,905116,0.0
2008,5,0.0,0.0,0.6734693877551021,36.4,83.7,5.8,15.9,18.7,24.7,12.8,30.2,22.1,7.7,5.2,14.6,21.8,97.3,25.7,-3.09,93.0,0.47,901502,2.0
2008,4,0.0,0.0,0.64,36.1,79.9,6.5,17.6,18.4,25.8,10.9,29.8,21.3,7.5,4.9,14.7,21.7,97.1,26.3,-4.38,91.8,0.4920000000000001,603403,2.0
2008,17,0.0,0.0,0.4642857142857143,36.9,82.3,5.5,16.0,17.7,24.1,12.9,28.8,21.5,6.6,4.4,14.8,21.3,97.0,25.8,-6.89,91.3,0.482,639421,2.0
2008,20,0.0,0.0,0.3898305084745763,36.2,82.4,6.0,17.7,18.6,25.5,12.5,30.0,18.7,6.4,2.6,14.5,21.5,96.9,25.7,-6.61,91.6,0.475,783739,2.0
2008,11,1.0,0.0,2.0370370370370368,36.6,81.7,7.1,20.8,16.4,22.5,12.2,32.4,21.4,7.3,5.1,13.7,19.6,96.7,28.3,4.68,90.4,0.4920000000000001,718524,1.0
2008,23,0.0,0.0,0.9523809523809524,37.3,81.1,3.7,11.6,18.4,26.1,13.0,28.9,20.4,8.7,4.9,14.3,19.8,96.6,25.3,0.41,90.4,0.482,609675,1.0
2008,6,0.0,0.0,1.2162162162162162,35.8,81.7,6.7,18.8,18.0,25.1,13.3,31.3,20.0,7.1,5.2,14.0,20.9,96.4,27.1,-0.35,90.2,0.48,839074,1.0
2008,3,0.0,0.0,0.7083333333333334,34.8,78.7,6.1,17.4,20.1,27.3,11.1,30.7,23.5,6.4,4.8,15.0,22.6,95.8,27.4,-5.06,91.5,0.481,641921,2.0
2008,18,1.0,0.0,0.36666666666666653,37.5,83.1,5.4,15.4,15.2,20.6,11.8,29.6,19.9,7.5,3.7,14.5,23.0,95.6,24.6,-6.78,91.9,0.484,593537,2.0
2008,27,1.0,1.0,2.1538461538461537,35.8,78.3,7.2,19.6,16.5,21.6,9.4,31.9,21.0,6.4,4.1,12.6,18.7,95.4,31.4,4.79,88.8,0.504,761149,0.0
2008,25,1.0,0.0,1.0,35.8,79.8,6.6,17.4,17.2,22.5,11.0,29.7,21.1,5.5,4.4,12.9,20.0,95.4,24.1,-0.98,87.9,0.489,801566,2.0
2008,13,1.0,0.0,0.3898305084745763,34.4,78.6,4.3,13.2,20.8,26.6,9.8,30.4,21.1,6.8,4.9,14.4,21.3,93.8,28.5,-7.27,92.1,0.465,692408,2.0
2008,16,0.0,0.0,0.22388059701492535,34.2,77.3,6.0,16.7,16.9,23.2,9.1,28.6,20.0,7.2,4.3,14.7,20.4,91.4,27.4,-8.65,90.2,0.482,798004,2.0
2007,24,1.0,0.0,2.9047619047619047,41.3,83.6,9.6,24.0,18.0,22.3,9.0,31.5,25.9,6.7,4.8,14.5,20.2,110.2,27.6,7.3,95.6,0.551,755302,0.0
2007,10,1.0,0.0,1.05,39.8,86.0,8.5,24.0,18.5,25.8,11.5,30.0,23.8,9.1,5.7,16.0,23.6,106.5,24.6,-0.34,99.2,0.512,742267,1.0
2007,8,1.0,0.0,1.2162162162162162,38.6,83.0,5.9,17.6,22.3,29.9,12.2,31.2,23.4,8.3,5.3,16.5,21.4,105.4,26.5,1.62,97.4,0.501,706437,1.0
2007,30,0.0,0.0,1.0,37.4,83.2,6.8,19.7,22.6,29.6,12.2,29.0,20.2,7.7,4.6,13.8,22.2,104.3,26.8,-0.51,94.1,0.491,753283,1.0
2007,14,1.0,0.0,1.05,37.8,81.3,7.4,21.0,20.2,27.1,10.8,30.4,22.6,7.3,5.1,15.5,23.0,103.3,25.3,-0.07,93.5,0.511,778415,1.0
2007,15,1.0,0.0,0.36666666666666653,36.6,78.6,6.1,16.6,22.4,29.4,10.6,29.0,20.5,6.9,5.0,16.4,22.3,101.6,26.2,-5.15,93.6,0.504,600836,2.0
2007,29,1.0,1.0,1.6451612903225807,37.4,78.9,4.3,12.9,22.3,30.0,12.6,30.0,24.7,7.0,4.1,15.6,25.2,101.5,25.9,2.87,91.6,0.502,802214,0.0
2007,26,1.0,0.0,0.6734693877551021,35.9,79.7,6.5,18.5,23.1,30.2,9.7,29.2,20.3,8.2,3.2,14.6,21.9,101.3,27.3,-1.8,94.8,0.491,709997,2.0
2007,7,1.0,0.0,4.466666666666667,36.7,78.6,6.5,17.1,20.1,24.9,11.2,30.7,19.9,6.8,5.0,13.9,22.4,100.0,28.1,7.22,89.5,0.509,834411,0.0
2007,17,0.0,0.0,0.5185185185185185,38.1,81.9,6.4,18.0,17.1,23.4,11.5,27.7,21.6,7.2,2.7,15.1,22.2,99.7,26.0,-4.38,92.3,0.504,663629,2.0
2007,28,0.0,0.0,1.3428571428571427,37.0,79.8,6.5,17.9,19.0,24.2,9.2,30.2,22.2,7.1,3.9,13.5,20.4,99.5,26.0,0.99,92.6,0.504,748603,0.0
2007,21,1.0,0.0,0.6078431372549019,37.2,80.8,6.4,17.7,18.4,23.3,11.3,28.3,20.7,7.7,3.7,15.5,22.0,99.1,25.9,-2.89,91.8,0.499,654163,2.0
2007,5,0.0,0.0,1.4848484848484849,37.1,81.3,5.9,15.1,18.6,25.4,12.0,31.7,22.3,7.8,5.4,16.0,23.3,98.8,26.0,5.01,93.6,0.493,912364,1.0
2007,27,1.0,1.0,2.4166666666666665,36.6,77.2,7.3,19.0,18.1,24.1,9.3,31.4,22.1,7.2,5.1,13.9,19.4,98.5,30.4,8.43,89.8,0.521,764823,0.0
2007,3,0.0,0.0,1.0,35.5,77.8,7.4,20.4,19.1,26.3,10.0,30.8,23.9,6.1,3.3,14.8,22.8,97.6,28.2,-0.77,91.4,0.504,693955,1.0
2007,20,0.0,0.0,0.6734693877551021,35.4,77.5,5.8,16.7,20.9,29.2,12.6,30.7,18.7,6.6,3.2,17.1,23.6,97.5,25.4,-2.85,90.8,0.494,770617,2.0
2007,11,1.0,0.0,1.7333333333333334,35.4,79.6,8.6,23.1,17.5,23.2,10.7,32.6,20.8,7.1,4.1,14.2,20.9,97.0,28.2,4.85,90.7,0.499,678362,1.0
2007,4,0.0,0.0,0.6734693877551021,36.1,81.0,5.6,15.6,19.1,26.0,11.2,28.6,22.4,7.8,4.5,14.9,24.2,96.9,25.5,-3.74,92.0,0.48,637520,2.0
2007,6,0.0,1.0,1.5625,36.3,81.2,6.0,17.1,18.1,26.0,12.7,30.8,20.8,7.6,4.3,14.4,21.7,96.8,26.9,3.83,90.8,0.484,837883,0.0
2007,18,1.0,0.0,0.64,36.5,79.3,4.7,13.3,18.3,23.1,10.0,30.2,22.5,6.5,4.0,15.6,21.4,96.1,27.7,-3.67,91.0,0.49,655947,2.0
2007,9,0.0,1.0,1.827586206896552,35.9,79.1,5.5,15.9,18.8,24.2,11.6,29.0,21.6,7.1,5.8,12.2,20.4,96.0,29.0,4.16,87.3,0.488,905116,0.0
2007,2,0.0,0.0,0.4137931034482759,34.9,78.7,5.7,15.6,20.4,26.6,11.2,29.2,19.9,7.2,4.7,16.5,24.0,95.8,23.5,-3.41,92.0,0.479,690576,2.0
2007,13,1.0,0.0,0.9523809523809524,35.1,77.0,3.8,11.0,21.6,27.4,10.8,30.3,21.5,7.3,5.8,15.1,22.7,95.6,27.5,-0.46,90.8,0.481,755261,2.0
2007,12,0.0,0.0,0.7446808510638298,35.0,80.0,5.9,16.9,19.7,25.9,12.1,29.8,20.5,7.3,5.5,16.3,23.3,95.6,27.2,-2.44,92.4,0.474,629750,2.0
2007,19,1.0,0.0,0.9069767441860463,36.2,81.4,5.5,15.3,17.5,23.7,12.5,30.6,18.7,6.4,4.2,14.5,19.8,95.5,26.4,-1.57,90.2,0.479,731165,2.0
2007,23,0.0,0.0,0.7446808510638298,35.8,78.1,3.5,10.0,20.0,26.0,11.0,28.7,20.4,7.2,4.8,15.3,20.4,94.9,26.2,-3.02,90.7,0.48,608603,2.0
2007,22,0.0,0.0,0.9523809523809524,35.1,74.3,4.2,11.7,20.5,29.2,11.2,29.5,18.6,6.9,5.1,17.0,23.2,94.8,25.6,0.78,89.9,0.5,700887,1.0
2007,16,0.0,0.0,1.1578947368421053,35.6,76.7,6.4,18.8,17.0,24.6,10.0,30.8,20.5,6.9,5.4,14.6,21.3,94.6,29.3,-0.91,89.9,0.506,808541,0.0
2007,25,1.0,0.0,0.64,35.0,78.0,5.2,15.0,18.8,24.5,11.3,28.0,18.5,6.8,4.6,15.1,23.5,94.1,24.4,-4.29,88.3,0.483,670778,2.0
2007,1,0.0,0.0,0.5769230769230769,34.5,77.7,4.2,12.7,20.5,26.9,11.9,28.2,19.2,7.4,5.4,15.9,24.0,93.7,24.1,-4.76,90.0,0.471,639375,2.0
2006,24,1.0,1.0,1.9285714285714288,41.8,87.4,10.2,25.6,14.5,18.0,9.5,32.3,26.6,6.7,5.0,13.3,20.5,108.4,27.5,5.55,95.8,0.537,730179,0.0
2006,21,1.0,0.0,0.7446808510638298,37.5,81.8,7.4,19.9,20.1,25.7,12.4,27.2,20.7,7.6,3.7,14.7,23.6,102.6,25.6,-3.02,91.6,0.504,664157,2.0
2006,30,0.0,0.0,1.05,36.3,81.2,6.1,17.0,23.0,30.4,12.6,28.6,18.6,8.0,4.1,13.9,22.6,101.7,26.5,1.85,92.3,0.484,705062,1.0
2006,28,0.0,0.0,0.4909090909090909,36.7,81.0,7.4,19.8,20.2,25.5,10.5,27.9,19.4,6.5,3.3,13.1,24.0,101.1,25.9,-2.99,91.1,0.5,699332,2.0
2006,8,1.0,0.0,1.1578947368421053,37.5,81.4,4.3,13.1,21.0,28.2,11.0,30.3,23.4,8.5,5.6,14.8,22.7,100.3,27.4,0.23,93.9,0.488,702555,0.0
2006,16,0.0,1.0,1.7333333333333334,37.1,77.5,6.1,17.6,19.7,28.2,10.5,32.6,20.6,6.4,5.4,14.5,22.8,99.9,29.2,3.87,91.6,0.517,818149,0.0
2006,14,1.0,0.0,1.2162162162162162,36.5,80.6,6.7,19.3,19.7,26.5,11.8,30.3,21.1,7.7,4.3,13.9,23.1,99.4,25.1,2.5,90.9,0.495,774189,1.0
2006,23,0.0,0.0,0.8636363636363636,36.6,79.8,4.6,12.6,21.6,28.4,10.6,29.6,20.2,7.9,4.9,14.1,20.9,99.4,26.5,-1.95,92.7,0.487,677278,2.0
2006,7,1.0,1.0,2.727272727272727,36.0,77.7,5.1,13.6,22.2,28.3,12.6,29.6,18.0,7.2,6.0,13.6,22.4,99.1,27.5,6.07,87.8,0.495,824693,0.0
2006,26,1.0,0.0,1.1578947368421053,36.0,79.3,6.0,17.2,20.8,26.5,10.4,30.2,22.3,7.4,3.6,14.6,20.4,98.9,27.2,1.54,91.9,0.4920000000000001,709997,1.0
2006,10,1.0,0.0,0.7083333333333334,35.8,82.7,7.6,22.3,19.2,26.7,12.0,30.3,20.7,7.4,4.4,14.1,23.7,98.5,25.6,-1.35,93.3,0.479,749185,2.0
2006,2,0.0,0.0,0.6734693877551021,36.0,77.1,5.7,15.7,20.3,26.9,9.9,29.7,20.9,7.0,5.1,16.6,24.8,98.0,25.3,-1.54,92.2,0.504,692873,2.0
2006,17,0.0,0.0,0.9523809523809524,36.3,80.1,6.2,16.3,19.0,25.8,11.3,29.9,21.6,7.3,3.3,14.6,23.2,97.8,25.5,-1.04,91.2,0.4920000000000001,681337,1.0
2006,5,0.0,0.0,1.0,36.6,82.2,6.8,18.0,17.7,24.0,11.0,31.7,22.0,6.2,4.2,14.9,24.9,97.8,24.1,0.63,92.9,0.487,868720,1.0
2006,6,0.0,0.0,1.5625,35.5,78.2,6.1,17.9,20.6,28.3,11.7,30.6,19.0,6.9,4.8,13.9,21.1,97.6,27.1,2.23,89.8,0.4920000000000001,792391,0.0
2006,1,0.0,0.0,0.4642857142857143,35.9,79.2,5.2,14.1,20.2,26.9,13.0,27.2,19.8,7.2,4.8,15.7,25.0,97.2,22.7,-4.76,90.4,0.486,617817,2.0
2006,13,1.0,0.0,1.3428571428571427,36.5,78.6,3.5,10.3,20.7,26.1,10.1,33.0,20.8,6.5,6.1,14.5,22.8,97.2,26.8,1.57,91.7,0.487,712409,1.0
2006,4,0.0,0.0,0.4642857142857143,36.1,83.5,5.2,15.4,19.4,26.7,12.1,27.7,20.9,10.0,4.3,14.2,23.9,96.9,25.2,-4.0,93.4,0.464,671011,2.0
2006,9,0.0,1.0,3.555555555555556,36.4,80.0,6.8,17.7,17.3,23.8,11.9,28.6,24.0,7.1,6.0,11.4,18.5,96.8,28.5,6.67,86.8,0.4970000000000001,905116,0.0
2006,20,0.0,0.0,0.3898305084745763,34.4,75.7,3.9,10.8,22.9,31.5,12.6,28.8,17.9,6.8,3.3,17.7,26.3,95.6,25.6,-6.4,90.8,0.481,776176,2.0
2006,27,1.0,0.0,3.3157894736842106,36.5,77.3,6.4,16.6,16.2,23.1,10.4,31.1,20.9,6.6,5.7,13.7,20.9,95.6,29.8,6.82,88.5,0.513,770677,0.0
2006,22,0.0,0.0,0.7826086956521741,35.5,75.2,3.6,9.7,20.3,27.8,10.9,29.3,18.2,6.5,4.4,15.1,23.3,94.9,25.5,-1.07,88.3,0.496,638005,2.0
2006,12,0.0,0.0,1.0,34.0,76.5,6.5,18.7,19.4,26.3,11.0,31.2,19.9,7.3,5.0,15.3,22.2,93.9,27.3,1.89,89.7,0.487,663368,1.0
2006,3,0.0,0.0,1.4848484848484849,33.9,77.0,5.8,17.6,20.2,26.7,10.0,31.0,23.0,6.8,3.4,13.6,23.2,93.8,28.6,1.37,89.8,0.478,691543,0.0
2006,19,1.0,0.0,0.8636363636363636,34.5,78.4,3.7,10.8,20.1,26.5,11.2,29.0,18.5,7.5,3.8,13.4,21.8,92.8,26.3,-2.82,89.0,0.464,744920,2.0
2006,29,1.0,0.0,1.0,33.5,75.7,3.8,11.3,21.6,30.1,13.1,29.0,21.6,6.4,6.0,15.7,24.8,92.4,25.6,-2.63,87.8,0.467,751621,2.0
2006,15,1.0,0.0,1.4848484848484849,33.5,74.7,7.2,19.2,18.0,25.3,10.2,29.0,19.3,7.3,5.4,13.8,21.4,92.2,28.1,3.7,86.3,0.496,647533,1.0
2006,18,1.0,0.0,0.6734693877551021,35.2,77.3,3.8,11.5,17.5,23.1,9.9,29.5,20.9,6.8,5.7,14.5,23.0,91.7,26.7,-1.88,88.8,0.48,662167,2.0
2006,11,1.0,0.0,0.7083333333333334,33.0,76.2,5.7,17.2,18.3,24.1,10.4,31.3,19.3,7.2,3.9,14.5,22.7,90.1,28.8,-1.59,88.0,0.471,636110,2.0
2006,25,1.0,0.0,0.3442622950819672,34.0,76.4,4.4,12.7,16.3,23.7,10.8,26.9,18.2,6.5,5.3,14.7,22.3,88.8,24.6,-9.45,87.6,0.474,617019,2.0
2005,24,1.0,1.0,3.1,40.9,85.6,9.7,24.7,19.0,25.4,11.8,32.3,23.5,7.0,5.5,13.7,19.1,110.4,25.2,7.12,95.9,0.534,726066,0.0
2005,26,1.0,0.0,1.5625,39.1,85.1,6.4,17.0,19.2,24.4,12.5,29.9,24.5,8.2,3.9,13.1,20.5,103.7,27.7,2.16,93.0,0.496,709997,1.0
2005,7,1.0,0.0,2.4166666666666665,37.3,81.6,5.6,15.5,22.3,28.2,12.1,30.9,19.6,8.6,5.6,13.4,22.3,102.5,27.7,5.74,92.7,0.4920000000000001,822533,0.0
2005,16,0.0,1.0,2.565217391304348,37.8,77.7,5.8,15.4,20.2,30.1,10.8,32.2,21.8,6.4,5.8,13.7,22.1,101.5,28.0,6.52,90.8,0.524,815143,0.0
2005,2,0.0,0.0,1.2162162162162162,37.1,79.4,5.3,15.3,21.6,28.3,11.1,29.7,22.1,8.1,5.2,15.8,24.4,101.3,27.1,0.87,93.3,0.501,656081,0.0
2005,30,0.0,0.0,1.2162162162162162,36.2,82.9,6.3,18.3,21.9,30.2,13.8,29.0,19.1,8.7,4.2,14.3,22.0,100.5,25.3,-0.33,93.3,0.474,705069,1.0
2005,28,0.0,0.0,0.6734693877551021,36.0,81.2,7.9,20.5,19.8,25.6,10.3,29.8,20.4,7.6,3.9,13.3,22.9,99.7,27.0,-1.62,92.7,0.4920000000000001,703388,2.0
2005,8,1.0,0.0,1.4848484848484849,37.0,80.7,3.9,11.5,21.5,28.2,11.8,30.2,23.9,9.1,6.0,14.9,22.9,99.5,26.7,2.02,93.5,0.483,723949,1.0
2005,22,0.0,0.0,0.7826086956521741,37.0,81.5,3.9,11.2,21.6,28.5,12.7,31.0,19.3,7.7,5.4,16.1,23.6,99.5,26.5,-2.24,94.7,0.478,597942,2.0
2005,23,0.0,0.0,1.1025641025641026,35.9,82.1,6.2,17.7,21.1,26.8,11.1,30.9,20.9,9.2,3.9,15.5,22.9,99.1,26.4,-0.74,94.9,0.475,732686,1.0
2005,21,1.0,0.0,1.7333333333333334,35.1,79.2,8.1,22.2,20.5,26.0,12.7,28.2,18.1,6.7,4.1,13.6,23.7,98.9,26.0,2.29,87.9,0.495,675490,0.0
2005,14,1.0,0.0,0.7083333333333334,35.3,80.8,7.9,22.1,20.3,26.1,12.5,30.6,20.4,6.2,4.2,14.3,21.9,98.7,26.0,-2.96,90.8,0.485,770494,2.0
2005,10,1.0,0.0,0.7083333333333334,36.9,85.8,7.6,21.6,17.2,23.8,13.0,29.7,22.1,7.8,5.1,13.6,22.4,98.7,26.7,-2.16,93.3,0.475,670368,2.0
2005,20,0.0,0.0,0.6734693877551021,36.3,80.5,5.4,15.1,19.3,25.1,11.8,29.2,20.3,7.7,3.2,14.7,23.7,97.3,27.3,-2.44,90.7,0.485,800144,2.0
2005,17,0.0,0.0,0.5769230769230769,36.1,80.2,4.0,11.3,21.0,27.2,12.0,29.3,21.0,6.5,3.5,13.8,21.9,97.2,26.9,-2.99,90.8,0.475,637009,2.0
2005,18,1.0,0.0,1.1578947368421053,37.1,80.8,4.8,14.0,17.7,22.2,11.5,31.5,23.4,5.6,5.5,13.2,21.6,96.8,29.0,1.45,89.1,0.489,704438,2.0
2005,6,0.0,0.0,1.05,36.5,81.5,3.7,11.0,19.9,26.5,13.6,28.7,22.6,8.0,5.6,13.9,22.6,96.5,26.5,0.79,89.7,0.47,784249,2.0
2005,27,1.0,1.0,2.565217391304348,35.6,78.7,6.2,17.0,18.7,25.9,12.0,30.4,21.6,7.5,6.6,13.7,20.9,96.2,28.5,7.8,88.9,0.4920000000000001,750970,0.0
2005,13,1.0,0.0,0.8222222222222222,35.7,77.7,2.8,8.2,21.6,27.7,12.0,29.9,23.2,7.3,5.1,15.7,22.2,95.7,25.5,-0.77,89.1,0.477,696181,2.0
2005,11,1.0,0.0,1.6451612903225807,34.7,78.3,6.7,18.5,18.9,24.2,10.7,31.7,21.1,6.9,4.6,13.8,22.0,95.1,29.7,4.04,88.8,0.486,663444,1.0
2005,5,0.0,0.0,1.3428571428571427,34.7,80.4,6.2,17.5,18.7,25.0,12.2,31.6,21.3,7.0,4.5,16.7,24.7,94.5,25.0,1.06,92.4,0.471,828384,0.0
2005,4,0.0,0.0,0.28125,36.1,83.6,3.9,10.7,18.1,25.6,13.2,28.5,21.9,8.5,5.4,14.5,23.1,94.3,24.9,-5.99,92.3,0.455,591701,2.0
2005,15,1.0,0.0,1.2162162162162162,34.2,76.5,6.5,18.1,18.6,24.7,10.8,28.1,20.9,8.5,5.8,14.6,23.3,93.4,26.3,2.29,88.5,0.489,691362,1.0
2005,9,0.0,1.0,1.9285714285714288,34.8,78.3,4.4,12.8,19.4,26.2,12.9,30.6,21.8,7.0,6.1,13.8,20.0,93.3,27.9,3.87,87.2,0.472,905116,0.0
2005,12,0.0,0.0,1.1578947368421053,32.5,75.2,6.6,19.2,21.3,26.9,10.6,29.5,18.2,7.5,4.4,14.3,23.0,93.0,28.3,0.76,87.2,0.476,696764,1.0
2005,29,1.0,0.0,0.4642857142857143,34.5,76.8,3.0,9.3,21.0,27.7,12.8,27.4,22.3,6.6,4.6,15.8,26.7,93.0,25.7,-4.27,88.4,0.469,769014,2.0
2005,25,1.0,0.0,0.4909090909090909,35.3,78.3,5.1,14.2,17.2,23.7,11.8,29.3,21.0,7.1,6.6,16.0,20.8,92.9,27.0,-4.0,89.8,0.484,680374,2.0
2005,1,0.0,0.0,0.18840579710144928,35.9,81.4,3.7,11.9,17.3,24.3,13.4,28.5,19.7,7.7,4.2,16.1,24.5,92.7,26.0,-9.71,91.4,0.464,586390,2.0
2005,3,0.0,0.0,1.05,33.6,78.3,5.3,14.7,19.0,24.9,10.4,29.1,21.6,7.9,3.8,14.2,24.2,91.4,27.8,-1.5,89.1,0.463,618681,1.0
2005,19,1.0,0.0,0.28125,33.1,80.0,5.1,16.0,17.1,22.3,12.4,27.8,21.0,6.7,3.8,14.8,23.0,88.4,27.5,-7.07,87.6,0.446,583070,2.0
2004,7,1.0,0.0,1.7333333333333334,40.5,88.2,6.2,17.8,18.0,22.6,14.3,31.0,23.9,8.0,5.3,12.2,19.6,105.2,27.4,4.44,93.2,0.495,825594,1.0
2004,26,1.0,0.0,2.0370370370370368,37.8,81.8,7.3,18.3,19.8,24.9,10.8,30.4,26.2,8.7,4.0,13.9,19.3,102.8,29.3,5.01,92.8,0.507,709997,0.0
2004,14,1.0,1.0,2.1538461538461537,36.9,81.4,4.5,13.6,19.9,28.7,12.2,30.9,23.8,8.3,4.6,13.8,21.1,98.2,29.8,3.9,92.3,0.481,777757,0.0
2004,17,0.0,0.0,1.0,36.2,81.1,4.9,14.0,20.7,26.7,11.7,30.5,22.8,6.8,4.7,13.5,20.3,98.0,26.5,1.06,91.6,0.477,690180,1.0
2004,8,1.0,0.0,1.1025641025641026,36.5,82.5,4.0,12.0,20.2,26.3,13.2,29.1,21.9,9.1,6.3,15.6,22.0,97.2,25.6,1.07,93.3,0.467,721476,1.0
2004,21,1.0,0.0,0.8222222222222222,35.8,80.4,8.8,23.6,16.6,21.7,11.1,28.3,21.7,8.1,4.7,14.5,21.8,97.1,26.0,-0.63,89.9,0.501,625474,2.0
2004,15,1.0,0.0,1.5625,36.1,81.2,5.5,16.0,19.0,26.1,12.8,29.0,23.4,9.7,6.9,15.0,23.2,96.7,26.0,2.44,91.4,0.479,622723,1.0
2004,2,0.0,0.0,0.7826086956521741,34.7,78.2,6.7,19.5,19.2,25.5,10.4,29.8,20.5,9.4,4.0,16.2,22.4,95.3,26.4,-1.45,93.2,0.486,664248,1.0
2004,13,1.0,0.0,0.5185185185185185,34.4,80.2,4.0,12.5,22.0,28.1,14.0,29.5,20.2,7.2,4.6,16.4,22.1,94.8,24.3,-4.59,91.0,0.453,665396,2.0
2004,18,1.0,1.0,2.4166666666666665,37.0,80.1,4.0,10.9,16.6,21.3,10.7,32.3,23.0,6.8,5.6,12.7,21.1,94.5,29.7,5.49,89.0,0.486,723071,0.0
